contact_class	state	regime	n_edges	sum_k	sum_abs_force	sum_endpoint_force_l2	sum_energy	mean_r	median_r	mean_distance	mean_d_scale	mean_prob
cis	00	quadratic_attractive	16755	7950.33928	3053.12008	6106.24016	428.675745	1.69201194	1.65043221	0.829881609	0.495659264	0.725384419
cis	00	repulsive	3295	716.912465	125.921403	251.842805	9.45026429	0.412177979	0.337355463	0.349769557	0.860875115	0.622673014
cis	00	tail_attractive	2683	1558.02087	1952.08104	3904.16208	1129.31864	2.3716529	2.23019155	0.875618938	0.372521226	0.86030008
cis	00	zero_force	24708	10977.3187	0	0	0	1.07165037	1.0955258	0.740061041	0.71095468	0.677085085
cis	01	quadratic_attractive	693	53.3572053	19.0410825	38.0821651	2.71263638	1.67843028	1.6437489	2.08211968	1.25854479	0.340405717
cis	01	repulsive	35107	0.78097763	0.149295004	0.298590008	0.0120486208	0.404417874	0.0814548954	4.76928274	12.6514659	0.000216703722
cis	01	tail_attractive	297	22.5057457	30.2425091	60.4850183	51.1762081	3.43347758	2.55807557	2.26598304	0.737295691	0.567073529
cis	01	zero_force	11354	232.891276	0	0	0	1.19245592	0.869853453	2.45989068	2.15519514	0.161549835
cis	10	quadratic_attractive	880	66.4001177	21.3858017	42.7716034	3.06373173	1.66103738	1.62482243	2.17730622	1.32455339	0.291637778
cis	10	repulsive	34525	1.1158446	0.325978061	0.651956122	0.035340889	0.353932142	0.0799171311	3.47610184	9.33452579	0.104697633
cis	10	tail_attractive	341	20.3928316	27.3772351	54.7544702	47.2383306	3.46062069	2.49746639	2.67079104	0.887129531	0.466952263
cis	10	zero_force	11705	284.165577	0	0	0	1.20456947	0.891816162	2.32755087	2.00782255	0.179369327
cis	11	quadratic_attractive	17396	8286.31611	3224.10915	6448.2183	455.768351	1.69454418	1.65253699	0.837977666	0.499571765	0.731198529
cis	11	repulsive	2157	709.469283	122.433066	244.866132	9.00300737	0.413715034	0.395696514	0.341612459	0.835344689	0.652615883
cis	11	tail_attractive	2971	1875.86568	2354.7987	4709.5974	1387.63426	2.38231159	2.2323725	0.859959594	0.364627532	0.880437569
cis	11	zero_force	24917	11542.7093	0	0	0	1.07141457	1.10034361	0.740278479	0.711375206	0.689117879
trans	00	quadratic_attractive	2065	305.375032	152.000603	304.001207	25.0872804	1.7488753	1.75619318	1.34475518	0.76899067	0.800634918
trans	00	repulsive	980	4.63206664	0.359153739	0.718307477	0.0134481422	0.461231804	0.187114343	0.399901288	0.871404066	0.817390591
trans	00	tail_attractive	5735	560.498152	763.596261	1527.19252	1024.85157	3.14227485	2.84655847	2.21378919	0.733427666	0.706333784
trans	00	zero_force	2344	265.737874	0	0	0	1.13712973	1.09932811	0.999288638	0.884662625	0.82306169
trans	01	quadratic_attractive	1893	288.142898	142.413614	284.827229	23.4643649	1.74712324	1.75532526	1.31854972	0.755664873	0.819902145
trans	01	repulsive	1117	4.37960129	0.629488814	1.25897763	0.0365432958	0.428134004	0.19311294	0.37669441	0.875861492	0.873523471
trans	01	tail_attractive	5786	535.809006	733.075229	1466.15046	1072.67939	3.26041577	2.86770027	2.31268139	0.745730617	0.710084857
trans	01	zero_force	2328	242.002082	0	0	0	1.13998629	1.06851323	0.973723964	0.864242444	0.832890699
trans	10	quadratic_attractive	2040	303.856326	155.13009	310.260181	26.0200677	1.75526882	1.76584975	1.41735139	0.808158118	0.785945994
trans	10	repulsive	831	2.50043193	0.362107003	0.724214005	0.0175920616	0.42759111	0.204165989	0.399109394	0.939904495	0.746169803
trans	10	tail_attractive	6098	619.08058	846.566701	1693.1334	1140.75456	3.15313391	2.86889976	2.17178926	0.722762527	0.715453764
trans	10	zero_force	2155	246.259839	0	0	0	1.14503708	1.10409139	1.0401438	0.913241355	0.792183214
trans	11	quadratic_attractive	1841	229.264022	115.891672	231.783344	19.0475186	1.75274718	1.75898598	1.4271096	0.815282245	0.779214864
trans	11	repulsive	1212	3.36374865	0.77883717	1.55767434	0.0566449377	0.384230772	0.182629005	0.316238219	0.851657544	0.846100589
trans	11	tail_attractive	5534	490.525	674.196037	1348.39207	980.539543	3.25992904	2.89103172	2.33503844	0.751079537	0.705239793
trans	11	zero_force	2537	204.582552	0	0	0	1.13478666	1.07638315	1.06638654	0.939042339	0.753007343
