config_name	score_name	target_called_fraction	actual_called_contacts	actual_called_fraction	score_threshold	top1_accuracy	top1_recall	same_cross_accuracy	same_cross_recall	baseline_top1_accuracy	baseline_same_cross_accuracy	delta_top1_vs_all_trans	eval_only_uses_phase_labels_for_scoring	call_score_uses_phase_labels	call_score_uses_charm_or_reference
p9016_pcgamma1_td0p5_normdir0p03_only	pmax	0.01	1442	0.0100154886	1	0.710818308	0.00711919265	0.746185853	0.00747341589	0.33931114	0.53439091	0.371507168	1	0	0
p9016_pcgamma1_td0p5_normdir0p03_only	pmax	0.02	2889	0.0200657049	0.999999404	0.676358602	0.0135716121	0.722741433	0.0145023163	0.33931114	0.53439091	0.337047462	1	0	0
p9016_pcgamma1_td0p5_normdir0p03_only	pmax	0.05	7205	0.0500427152	0.999972701	0.607911173	0.0304215257	0.662179042	0.0331372372	0.33931114	0.53439091	0.268600033	1	0	0
p9016_pcgamma1_td0p5_normdir0p03_only	pmax	0.1	14398	0.100002084	0.998682201	0.580219475	0.0580231565	0.640991804	0.0641005161	0.33931114	0.53439091	0.240908335	1	0	0
p9016_pcgamma1_td0p5_normdir0p03_only	pmax	0.2	28796	0.200004167	0.969323516	0.509376302	0.101877383	0.607376024	0.121477736	0.33931114	0.53439091	0.170065162	1	0	0
p9016_pcgamma1_td0p5_normdir0p03_only	pmax	0.3	43194	0.300006251	0.922466934	0.45365097	0.136098127	0.584479326	0.175347451	0.33931114	0.53439091	0.11433983	1	0	0
p9016_pcgamma1_td0p5_normdir0p03_only	pmax	0.5	71989	0.500003473	0.80080688	0.397046771	0.198524764	0.559877203	0.279940546	0.33931114	0.53439091	0.0577356311	1	0	0
p9016_pcgamma1_td0p5_normdir0p03_only	pmax	0.75	107983	0.750001736	0.606455624	0.360464147	0.270348736	0.543715214	0.407787355	0.33931114	0.53439091	0.0211530072	1	0	0
p9016_pcgamma1_td0p5_normdir0p03_only	pmax	1	143977	1	0.252416164	0.33931114	0.33931114	0.53439091	0.53439091	0.33931114	0.53439091	0	1	0	0
p9016_pcgamma1_td0p5_normdir0p03_only	margin	0.01	1448	0.0100571619	0.999999949	0.707872928	0.00711919265	0.733425414	0.00737617814	0.33931114	0.53439091	0.368561788	1	0	0
