config_name	chrom_pair	score_name	n_contacts	top1_accuracy	same_cross_accuracy	contact_weighted_mean_score	eval_only_uses_phase_labels_for_scoring	call_score_uses_phase_labels
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr10__chr11	posterior_nearest_agreement_gap	579	0.20552677	0.481865285	0.180140873	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr10__chr12	posterior_nearest_agreement_gap	954	0.0870020964	0.230607966	2.62059401	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr10__chr13	posterior_nearest_agreement_gap	1070	0.486915888	0.602803738	1.2353583	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr10__chr14	posterior_nearest_agreement_gap	523	0.319311663	0.518164436	0.583311389	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr10__chr15	posterior_nearest_agreement_gap	908	0.123348018	0.77092511	0.930630571	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr10__chr16	posterior_nearest_agreement_gap	1086	0.273480663	0.395948435	1.75838191	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr10__chr17	posterior_nearest_agreement_gap	693	0.116883117	0.278499278	1.27475124	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr10__chr18	posterior_nearest_agreement_gap	585	0.355555556	0.572649573	0.811970925	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr10__chr19	posterior_nearest_agreement_gap	365	0.153424658	0.512328767	1.20353044	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr10__chrX	posterior_nearest_agreement_gap	304	0.233552632	0.450657895	1.98092312	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr11__chr12	posterior_nearest_agreement_gap	595	0.255462185	0.541176471	3.18046539	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr11__chr13	posterior_nearest_agreement_gap	1022	0.136007828	0.772015656	2.64069977	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr11__chr14	posterior_nearest_agreement_gap	903	0.222591362	0.357696567	2.12679182	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr11__chr15	posterior_nearest_agreement_gap	544	0.180147059	0.367647059	2.26302233	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr11__chr16	posterior_nearest_agreement_gap	413	0.222760291	0.455205811	2.65141562	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr11__chr17	posterior_nearest_agreement_gap	479	0.252609603	0.607515658	2.71777028	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr11__chr18	posterior_nearest_agreement_gap	424	0.318396226	0.573113208	1.30497334	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr11__chr19	posterior_nearest_agreement_gap	701	0.201141227	0.318116976	1.60406228	1	0
p9016_pcgamma1_prior0p65_power4_warmup10_sep_off	chr11__chrX	posterior_nearest_agreement_gap	864	0.658564815	0.775462963	1.78761147	1	0
