config_name	base_policy	policy	policy_family	selection_source	raw_selection_n_records	raw_selection_total_weight	raw_pair_count	eval_pair_count	raw_eval_pair_intersection_count	selected_pair_count	split_agree_pair_count	split_agree_pair_fraction	split_agree_raw_weight	split_agree_raw_weight_fraction	split_agree_eval_contacts	split_agree_eval_contact_fraction	oracle_comparable_pair_count	oracle_match_pair_count	oracle_match_pair_fraction	oracle_match_raw_weight_fraction	oracle_match_eval_contact_fraction
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	raw_all_geom_nearest_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	raw_split_agree_geom_nearest_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_top_to_nearest	raw_all_geom_top_to_nearest	blind_raw_all	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_top_to_nearest	raw_split_agree_geom_top_to_nearest	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	margin_geom_gap	raw_all_margin_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	margin_geom_gap	raw_split_agree_margin_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	pmax_geom_gap	raw_all_pmax_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	pmax_geom_gap	raw_split_agree_pmax_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	posterior_same_cross_mass	raw_all_posterior_same_cross_mass	blind_raw_all	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	188	0.989473684	506701	0.990505475	134748	0.991632631	190	71	0.373684211	0.39690905	0.394605733
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	posterior_same_cross_mass	raw_split_agree_posterior_same_cross_mass	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	188	0.989473684	506701	0.990505475	134748	0.991632631	190	72	0.378947368	0.403514362	0.400426832
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	same_cross_distance_sum	raw_all_same_cross_distance_sum	blind_raw_all	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	68	0.357894737	0.378965826	0.383037127
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	same_cross_distance_sum	raw_split_agree_same_cross_distance_sum	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	68	0.357894737	0.378965826	0.383037127
