config_name	policy	chrom1	chrom2	all_score0	all_score1	all_score2	all_score3	split_a_score0	split_a_score1	split_a_score2	split_a_score3	split_b_score0	split_b_score1	split_b_score2	split_b_score3	all_selected_swap_code	split_a_selected_swap_code	split_b_selected_swap_code	split_agree
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	chr1	chr10	7058.34707	0	0	0	3540.00603	0	0	0	3518.34104	0	0	0	0	0	0	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	chr1	chr11	19381.0244	0	0	0	9360.11152	0	0	0	10020.9128	0	0	0	0	0	0	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	chr1	chr12	5336.21133	0	0	0	2834.19794	0	0	0	2502.01339	0	0	0	0	0	0	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	chr1	chr13	10939.3885	0	0	0	5451.97716	0	0	0	5487.41138	0	0	0	0	0	0	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	chr1	chr14	5605.97161	0	0	0	2868.81131	0	0	0	2737.1603	0	0	0	0	0	0	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	chr1	chr15	12957.5098	0	0	0	6439.73902	0	0	0	6517.77076	0	0	0	0	0	0	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	chr1	chr16	4731.19585	0	0	0	2423.11612	0	0	0	2308.07973	0	0	0	0	0	0	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	chr1	chr17	18344.4735	0	0	0	8928.32926	0	0	0	9416.14419	0	0	0	0	0	0	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	chr1	chr18	4297.84534	0	0	0	2050.04788	0	0	0	2247.79746	0	0	0	0	0	0	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	chr1	chr19	5900.42417	0	0	0	2939.67562	0	0	0	2960.74856	0	0	0	0	0	0	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	chr1	chr2	6830.51777	0	0	0	3084.06198	0	0	0	3746.45579	0	0	0	0	0	0	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	chr1	chr3	3729.53281	0	0	0	1899.13972	0	0	0	1830.39309	0	0	0	0	0	0	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	chr1	chr4	8161.41764	0	0	0	3965.55162	0	0	0	4195.86603	0	0	0	0	0	0	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	chr1	chr5	2903.42887	0	0	0	1465.99224	0	0	0	1437.43663	0	0	0	0	0	0	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	chr1	chr6	18647.0941	0	0	0	8815.29791	0	0	0	9831.79618	0	0	0	0	0	0	1
