config_name	sample	status	output_dir	eval_dir	git_commit	git_dirty_count	binary_hash	backend	bin_size_bp	init_mode	init_seed	init_eps	init_noise_scale	init_scale	init_eps_effective	init_noise_scale_effective	init_scale_effective	prior_mode	trans_chr_pair_prior_mode	trans_chr_pair_prior_lambda	trans_chr_pair_prior_eps	trans_chr_pair_prior_power	trans_chr_pair_prior_warmup_iter	rho_train_mode	rho_train	rho_train_floor	rho_train_start	rho_train_end	temperature_start	temperature_end	min_sep_unit	lambda_sep	lambda_copytrack	lambda_global_copytrack	global_copytrack_prior_mode	global_copytrack_weight_mode	d_scale_mode	d_scale_mode_input_string	d_scale_eps_count	d_scale_posterior_gamma	dscale_effective_count_formula	edge_k_probability_weighted	dscale_probability_weighted	legacy_expected_count_alias_used	trans_contact_scaling_mode	trans_k_multiplier	trans_dscale_multiplier	trans_top1_mstep_mode	trans_top1_mstep_min_pmax	trans_top1_mstep_min_margin	trans_top1_mstep_mix_weight	input_contact_source	readgroup_mode	readgroup_max_segments	readgroup_eps	readgroup_entries	readgroup_groups	readgroup_groups_used	readgroup_raw_decoded	readgroup_groups_skipped_too_large	readgroup_groups_skipped_bad	readgroup_uses_phase_labels	readgroup_uses_charm_or_reference	uses_phase_labels	uses_charm_or_reference	final_mean_sep	final_min_sep	final_max_sep	sep_p05	sep_median	final_mean_entropy	final_mean_pU	final_contact_energy	final_repulsion_energy	final_backbone_energy	final_sep_energy	final_sep_force_l1	final_copytrack_energy	final_copytrack_force_l1	final_global_copytrack_energy	final_global_copytrack_force_l1	force_diag_total_contact_force_l1	sep_force_l1_over_contact_force_l1	copytrack_force_l1_over_contact_force_l1	global_copytrack_force_l1_over_contact_force_l1	model_top1_accuracy_genome_all	model_top1_accuracy_genome_cis	model_top1_accuracy_genome_trans	model_same_cross_accuracy_genome_all	model_same_cross_accuracy_genome_cis	model_same_cross_accuracy_genome_trans	mean_per_chrom_cis_distance_spearman	copytrack_sep_p05	copytrack_sep_median	copytrack_vector_cos_p05	copytrack_vector_cos_median	copytrack_frac_cos_lt_0	copytrack_frac_projection_sign_switch
p9016_pcgamma1_td0p5_best034_sep0_lct0_gct0	P9016	OK	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_best034_sep0_lct0_gct0	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/eval/p9016_pcgamma1_td0p5_best034_sep0_lct0_gct0	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	74	5e62800f10a0b76345113acc4e566693e77a826fd064e292ba04c7c56bf1c205	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	0	1	1	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.36703539	0.30865249	13.022481	2.70723104	4.30652571	0.701750696	0.506206155	65618.3984	19756.3438	218.186066	0	0	0	0	0	0	132677.516	0	0	0	0.474368	0.565261	0.344284	0.782444	0.952756	0.538697	0.757868	2.70723114	4.30652555	0.934090849	0.992738142	0.00191350938	0.00574052813
p9016_pcgamma1_td0p5_entropyfloor0p5_msep1_lsep0p5_lct0p01_gct0p003	P9016	OK	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_entropyfloor0p5_msep1_lsep0p5_lct0p01_gct0p003	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/eval/p9016_pcgamma1_td0p5_entropyfloor0p5_msep1_lsep0p5_lct0p01_gct0p003	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	74	5e62800f10a0b76345113acc4e566693e77a826fd064e292ba04c7c56bf1c205	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	entropy_with_floor	1	0.5	1	1	1	1	1	0.5	0.00999999978	0.00300000003	chromosome_mean_homolog_vector_alignment	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.29428959	0.888296068	11.2286453	2.70557547	4.24065018	0.694540024	0.501004696	65750.0078	19972.75	245.045502	0.00679947855	0.419063151	23.1278648	246.654129	122.07267	183.002014	133503.141	3.13897597e-06	0.001847553	0.00137076935	0.471851	0.567823	0.334498	0.780273	0.955765	0.529112	0.766508	2.70557535	4.24065012	0.933533081	0.991986445	0.00229621125	0.00497512438
p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0_gct0	P9016	OK	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0_gct0	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/eval/p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0_gct0	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	74	5e62800f10a0b76345113acc4e566693e77a826fd064e292ba04c7c56bf1c205	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	entropy_with_floor	1	0.5	1	1	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.3647294	0.302319199	13.0975056	2.71229839	4.31266975	0.700904727	0.505595922	65518.5703	19740.2227	221.978409	0	0	0	0	0	0	132483.531	0	0	0	0.475437	0.566867	0.344583	0.782564	0.953134	0.538447	0.759551	2.71229847	4.31267006	0.933510545	0.992767145	0.0015308075	0.00420972063
p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0_gct0p003	P9016	OK	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0_gct0p003	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/eval/p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0_gct0p003	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	74	5e62800f10a0b76345113acc4e566693e77a826fd064e292ba04c7c56bf1c205	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	entropy_with_floor	1	0.5	1	1	1	1	0	0	0	0.00300000003	chromosome_mean_homolog_vector_alignment	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.36152315	0.3746261	11.9795094	2.71693945	4.29263639	0.703963101	0.50780201	65303.2539	19674.6367	182.110794	0	0	0	0	123.825485	185.183334	132372.203	0	0	0.00139895937	0.474665	0.567018	0.342492	0.78261	0.952722	0.539149	0.762797	2.71693949	4.29263636	0.940498907	0.992595343	0.00191350938	0.00535782625
p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0p01_gct0	P9016	OK	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0p01_gct0	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/eval/p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0p01_gct0	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	74	5e62800f10a0b76345113acc4e566693e77a826fd064e292ba04c7c56bf1c205	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	entropy_with_floor	1	0.5	1	1	1	1	0	0	0.00999999978	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.36850309	0.352698177	12.534277	2.76446962	4.29916954	0.698627293	0.503953099	65615.9688	19797.9004	209.584961	0	0	22.6503601	242.845703	0	0	132489.266	0	0.00183294625	0	0.478911	0.568003	0.351403	0.785438	0.955328	0.542295	0.763052	2.76446943	4.29916918	0.935450934	0.992880559	0.0015308075	0.00612323
p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0p01_gct0p003	P9016	OK	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0p01_gct0p003	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/eval/p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0p01_gct0p003	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	74	5e62800f10a0b76345113acc4e566693e77a826fd064e292ba04c7c56bf1c205	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	entropy_with_floor	1	0.5	1	1	1	1	0	0	0.00999999978	0.00300000003	chromosome_mean_homolog_vector_alignment	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.32373333	0.319245249	11.8185787	2.69301796	4.25952864	0.703506231	0.507472515	65187.4688	19722.4766	215.954224	0	0	22.6119976	242.417023	121.210548	182.247803	131913.438	0	0.00183769771	0.00138157117	0.476608	0.56512	0.349931	0.786275	0.952377	0.548553	0.757059	2.69301799	4.25952877	0.935782577	0.992820734	0.00191350938	0.00382701875
p9016_pcgamma1_td0p5_msep1_lsep0p5_lct0p01_gct0p003	P9016	OK	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_msep1_lsep0p5_lct0p01_gct0p003	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/eval/p9016_pcgamma1_td0p5_msep1_lsep0p5_lct0p01_gct0p003	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	74	5e62800f10a0b76345113acc4e566693e77a826fd064e292ba04c7c56bf1c205	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	0	1	1	1	1	1	0.5	0.00999999978	0.00300000003	chromosome_mean_homolog_vector_alignment	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.29394102	0.899978101	11.1914473	2.71190476	4.2400403	0.694562435	0.501020908	65759.8516	19958.041	240.726089	0.0053506121	0.335583329	23.1338253	247.288986	122.330009	183.035629	133519.281	2.5133698e-06	0.00185208446	0.00137085541	0.472508	0.568969	0.334456	0.780978	0.956823	0.529314	0.768668	2.71190473	4.2400407	0.935036488	0.991996014	0.00229621125	0.00497512438
p9016_pcgamma1_td0p5_msep1_lsep1_lct0p01_gct0p003	P9016	OK	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_msep1_lsep1_lct0p01_gct0p003	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/eval/p9016_pcgamma1_td0p5_msep1_lsep1_lct0p01_gct0p003	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	74	5e62800f10a0b76345113acc4e566693e77a826fd064e292ba04c7c56bf1c205	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	0	1	1	1	1	1	1	0.00999999978	0.00300000003	chromosome_mean_homolog_vector_alignment	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.44225645	0.887782514	9.91409874	2.7631278	4.40580845	0.672850847	0.485359281	66656.4844	20425.6582	190.398468	0.0256523192	1.22918141	22.1022797	245.496414	133.717316	188.04187	135784.703	9.0524292e-06	0.00180798285	0.00138485312	0.469789	0.567183	0.3304	0.785878	0.960492	0.535974	0.766694	2.76312788	4.40580878	0.940470487	0.992706286	0.00114810563	0.003061615
p9016_pcgamma1_td0p5_sep0_lct0_gct0p003	P9016	OK	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_sep0_lct0_gct0p003	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/eval/p9016_pcgamma1_td0p5_sep0_lct0_gct0p003	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	74	5e62800f10a0b76345113acc4e566693e77a826fd064e292ba04c7c56bf1c205	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	0	1	1	1	1	0	0	0	0.00300000003	chromosome_mean_homolog_vector_alignment	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.34255552	0.367391467	11.7461948	2.74015927	4.27439976	0.703910053	0.507763743	65248.7266	19675.3867	186.288742	0	0	0	0	121.921944	183.839294	132276.297	0	0	0.00138981282	0.474585	0.566756	0.342673	0.782467	0.952183	0.539572	0.760717	2.74015927	4.27439995	0.936820261	0.992526458	0.00114810563	0.00612323
p9016_pcgamma1_td0p5_sep0_lct0_gct0p01	P9016	OK	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_sep0_lct0_gct0p01	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/eval/p9016_pcgamma1_td0p5_sep0_lct0_gct0p01	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	74	5e62800f10a0b76345113acc4e566693e77a826fd064e292ba04c7c56bf1c205	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	0	1	1	1	1	0	0	0	0.00999999978	chromosome_mean_homolog_vector_alignment	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.30199146	0.348994702	11.7533045	2.64297223	4.25050497	0.705884993	0.509188354	64569.7656	19741.6152	226.966843	0	0	0	0	384.29892	594.842163	131331.922	0	0	0.00452930372	0.479911	0.570012	0.350959	0.787878	0.952979	0.551588	0.758948	2.6429722	4.25050493	0.9276549	0.992204513	0.00344431688	0.0110983544
