chr1	chr2	n_bpair	n_contacts	whole_chrom_top1_accuracy	chr_pair_oracle_top1_accuracy	best_relative_flip_chr2	nearest_geometry_state_accuracy	same_cross_accuracy	pmax90_accuracy	pmax90_recall	truth_state_distance_rank_mean	truth_state_is_nearest_fraction	posterior_top1_distance_rank_mean	posterior_top1_is_nearest_fraction	posterior_top1_distance_gap_mean
chr1	chr2	36	160	1	1	0	1	1	1	0.91875	1	1	1	1	5.03241708
chr1	chr4	19	55	0.636363636	0.636363636	0	0.8	1	1	0.218181818	1.2	0.8	1.18181818	0.818181818	1.59998092
chr1	chr6	123	398	0	0.00502512563	1	0	0.261306533	0	0	3.62060302	0	1.01256281	0.987437186	2.52512478
chr1	chr8	100	407	0.970515971	0.970515971	0	0.970515971	0.972972973	0.978461538	0.781326781	1.02702703	0.98034398	1	1	2.75735778
chr1	chr9	36	132	0.00757575758	0.909090909	1	0.00757575758	0.0833333333	0.00854700855	0.00757575758	2.85606061	0	1	1	5.66048132
chr1	chr11	67	283	0.392226148	0.586572438	1	0.392226148	0.399293286	0.304347826	0.197879859	1.70318021	0.392226148	1	1	2.44998247
chr1	chr12	4	26	0	0	0	0	1	0	0	4	0	1	1	2.44879589
chr1	chr13	4	13	0.0769230769	0.0769230769	0	0.0769230769	0.0769230769	0	0	3	0	1	1	2.54749089
chr1	chr15	63	203	0	0.00985221675	1	0	0.990147783	0	0	2.02955665	0	1	1	5.63116481
chr1	chr17	63	240	0.983333333	0.983333333	0	0.983333333	0.991666667	0.983050847	0.725	1.02083333	0.991666667	1	1	4.76426445
chr1	chrX	108	286	0.671328671	0.671328671	0	0.660839161	0.961538462	0.626168224	0.468531469	1.90909091	0.664335664	1.00699301	0.993006993	4.56577015
chr2	chr3	124	400	0.3025	0.6725	1	0.3075	0.3175	0.206081081	0.1525	1.695	0.3075	1.005	0.995	2.66279957
chr2	chr4	110	391	0.989769821	0.989769821	0	0.989769821	0.992327366	0.991477273	0.89258312	1.02046036	0.989769821	1	1	4.49090043
chr2	chr6	121	509	0.00196463654	0.589390963	1	0.00196463654	0.410609037	0	0	3.86247544	0.00196463654	1.021611	0.978388998	1.55895676
chr2	chr7	59	243	0.567901235	0.567901235	0	0.567901235	0.572016461	0.56846473	0.563786008	1.85596708	0.572016461	1	1	5.36411596
chr2	chr8	111	459	0.973856209	0.973856209	0	0.973856209	0.976034858	0.981081081	0.790849673	1.01525054	0.989106754	1	1	2.5457124
chr2	chr9	155	556	0.451438849	0.544964029	1	0.447841727	0.455035971	0.459923664	0.433453237	2.24460432	0.442446043	1.00359712	0.996402878	5.4027378
chr2	chr11	17	68	0	0	0	0	0.5	0	0	3.02941176	0	1	1	2.27446614
chr2	chr16	89	271	0.487084871	0.505535055	1	0.505535055	0.498154982	0.432	0.199261993	1.64206642	0.501845018	1.05535055	0.944649446	1.28840025
chr2	chr17	17	61	0.31147541	0.31147541	0	0.31147541	0.327868852	0	0	2.85245902	0.31147541	1	1	3.05367733
chr2	chr18	1	2	1	1	0	1	1	NA	0	1	1	1	1	1.74793429
chr2	chrX	28	56	0.0178571429	0.0357142857	1	0.0178571429	0.0535714286	0	0	3.03571429	0.0178571429	1.01785714	0.982142857	1.70528531
chr3	chr4	2	12	0	0	0	0	0	NA	0	2	0	1	1	0.780942626
chr3	chr7	158	738	0.134146341	0.303523035	1	0.140921409	0.414634146	0.0162412993	0.00948509485	2.48780488	0.142276423	1.00271003	0.997289973	2.04224545
chr3	chr8	33	148	0.425675676	0.425675676	0	0.439189189	0.851351351	0.511363636	0.304054054	2.43243243	0.439189189	1.02702703	0.972972973	1.8480759
chr3	chr11	1	5	0	0	0	0	0	NA	0	2	0	1	1	1.03059901
chr3	chr12	118	457	0.00437636761	0.531728665	1	0.00437636761	0.0131291028	0.00438596491	0.00218818381	2.71991247	0	1.01969365	0.993435449	2.25671418
chr3	chr13	69	222	0.563063063	0.563063063	0	0.608108108	0.572072072	0.381818182	0.0945945946	1.41891892	0.599099099	1.05405405	0.945945946	0.921713689
chr3	chr14	10	46	0	0	0	0	0	0	0	2.45652174	0	1	1	3.59974632
chr3	chr15	21	82	0	0	0	0	0.012195122	0	0	2.23170732	0	1	1	1.66596099
chr3	chr17	10	40	0.125	0.875	1	0.125	0.125	NA	0	2.75	0.125	1	1	0.907226385
chr3	chr18	49	163	0.975460123	0.975460123	0	0.975460123	0.981595092	0.984496124	0.779141104	1.01840491	0.993865031	1	1	3.14699919
chr3	chr19	17	53	0	0	0	0	0	0	0	2	0	1	1	2.03017446
chr4	chr5	169	700	0.397142857	0.397142857	0	0.4	0.824285714	0.452873563	0.281428571	2.22571429	0.405714286	1.00571429	0.994285714	1.88641794
chr4	chr6	9	26	0	0	0	0	0.769230769	0	0	2.88461538	0	1.07692308	0.961538462	1.40594707
chr4	chr7	108	418	0.550239234	0.550239234	0	0.550239234	0.557416268	0.49235474	0.385167464	2.23444976	0.559808612	1	1	3.3346991
chr4	chr10	186	815	0.00736196319	0.409815951	1	0.00613496933	0.209815951	0.00505050505	0.00245398773	3.97668712	0	1.01840491	0.981595092	1.20884206
chr4	chr11	4	13	0	0	0	0	0	NA	0	4	0	1	1	0.720510395
chr4	chr12	73	296	0.00337837838	0.0168918919	1	0	0.972972973	0	0	3.66216216	0	1	1	2.41354037
chr4	chr13	6	38	0.0263157895	0.0263157895	0	0.0263157895	0.0263157895	0	0	3.57894737	0.0526315789	1	1	3.23766171
chr4	chr14	13	51	0	0	0	0	0.274509804	0	0	3.03921569	0	1	1	1.04619961
chr4	chr16	14	28	0.0357142857	0.714285714	1	0.0357142857	0.0357142857	0	0	2.60714286	0.0357142857	1	1	1.7409209
chr4	chr17	1	6	0	0	0	0	1	NA	0	4	0	1	1	1.06635765
chr4	chr19	7	35	0	0	0	0	0.628571429	0	0	3.02857143	0	1	1	1.24791722
chr4	chrX	88	252	0	0.202380952	1	0	0.00793650794	0	0	3.61111111	0	1	1	2.30932245
chr5	chr6	7	40	0.25	0.25	0	0.25	0.25	0.333333333	0.25	2.325	0.275	1	1	4.16341687
chr5	chr9	236	955	0.686910995	0.686910995	0	0.685863874	0.701570681	0.696574225	0.447120419	1.48062827	0.690052356	1.0052356	0.994764398	1.54047377
chr5	chr10	86	407	0.191646192	0.461916462	1	0.250614251	0.228501229	0	0	2.13759214	0.253071253	1.06633907	0.933660934	0.919680809
chr5	chr11	16	40	0.8	0.8	0	0.8	0.975	0.823529412	0.35	1.375	0.875	1.15	0.95	2.98119524
chr5	chr13	4	16	1	1	0	1	1	1	0.625	1	1	1	1	4.29852895
chr5	chr14	64	233	0.536480687	0.536480687	0	0.540772532	0.587982833	1	0.343347639	1.84978541	0.540772532	1.03004292	0.987124464	1.39070415
chr5	chr15	1	4	0	0	0	0	1	NA	0	3	0	1	1	0.958404046
chr5	chr16	87	339	0.191740413	0.191740413	0	0.203539823	0.297935103	0.0198675497	0.00884955752	2.18584071	0.212389381	1.01474926	0.985250737	1.53372305
chr5	chr18	66	260	0.223076923	0.223076923	0	0.230769231	0.223076923	0.147286822	0.0730769231	1.86153846	0.238461538	1.00769231	0.992307692	1.36985107
chr5	chr19	25	115	0.808695652	0.808695652	0	0.808695652	0.808695652	0.89	0.773913043	1.31304348	0.8	1	1	4.33906706
chr6	chr9	40	131	0	0.00763358779	1	0	0	0	0	2.70229008	0	1	1	5.15981483
chr6	chr10	103	329	0.76899696	0.76899696	0	0.76899696	0.790273556	0.604651163	0.237082067	1.22796353	0.781155015	1	1	1.77921974
chr6	chr13	26	51	0.960784314	0.960784314	0	0.980392157	0.960784314	1	0.176470588	1	1	1.05882353	0.980392157	4.2602501
chr6	chr14	129	453	0.518763797	0.518763797	0	0.518763797	0.525386313	0.519637462	0.379690949	1.8388521	0.51214128	1	1	2.90182954
chr6	chr16	111	366	0.385245902	0.385245902	0	0.382513661	0.871584699	0.364864865	0.221311475	2.57923497	0.387978142	1.00273224	0.99726776	2.11769755
chr6	chr17	8	38	0	0	0	0	1	0	0	2.92105263	0	1	1	3.04506597
chr6	chr18	34	116	0.0431034483	0.603448276	1	0.0431034483	0.0603448276	0	0	2.31034483	0.0431034483	1	1	2.26885205
chr6	chr19	64	295	0.969491525	0.969491525	0	0.969491525	0.972881356	0.974264706	0.898305085	1.03389831	0.986440678	1.00338983	0.996610169	4.71008424
chr7	chr8	1	7	0	0	0	0	0	NA	0	3	0	1	1	3.39375823
chr7	chr12	39	173	0.49132948	0.49132948	0	0.497109827	0.514450867	0.771428571	0.312138728	1.57225434	0.50867052	1.06358382	0.953757225	1.40251383
chr7	chr14	36	103	0	0	0	0	0	0	0	2.83495146	0	1	1	4.65036318
chr7	chr15	6	17	0	0	0	0	0	NA	0	4	0	1	1	1.66384279
chr7	chr18	111	410	0.00487804878	0.00487804878	0	0.00487804878	0.0170731707	0.00576368876	0.00487804878	2.91707317	0	1	1	4.49061001
chr7	chr19	12	45	0	0	0	0	0.0222222222	0	0	3	0	1	1	2.65182375
chr8	chr11	389	1600	0.253125	0.256875	1	0.2525	0.39875	0.306616962	0.205625	2.548125	0.255	1.004375	0.995625	1.66173856
chr8	chr13	12	30	0.0333333333	0.0333333333	0	0.0333333333	1	NA	0	4	0	1	1	1.16244154
chr8	chr14	50	304	0.0328947368	0.0328947368	0	0.0328947368	0.588815789	0.0109289617	0.00657894737	2.62828947	0.0296052632	1	1	1.86514359
chr8	chr15	138	437	0.95194508	0.95194508	0	0.95194508	0.961098398	0.986522911	0.837528604	1.05263158	0.963386728	1	1	3.35695565
chr8	chr17	4	18	0.888888889	0.888888889	0	1	0.888888889	1	0.611111111	1	1	1.22222222	0.888888889	2.27138857
chr8	chr18	4	14	1	1	0	1	1	NA	0	1	1	1	1	0.263180568
chr8	chr19	35	166	0.644578313	0.644578313	0	0.680722892	0.674698795	0.711864407	0.506024096	1.45180723	0.668674699	1.08433735	0.945783133	2.74171129
chr8	chrX	5	17	0	1	1	0	0	NA	0	3.94117647	0	1	1	1.68460836
chr9	chr11	3	6	0	1	1	0	0	NA	0	3.33333333	0	1	1	0.57723775
chr9	chr12	10	45	0.977777778	0.977777778	0	0.977777778	0.977777778	0.977272727	0.955555556	1	1	1	1	5.77545206
chr9	chr16	69	161	0.0745341615	0.0745341615	0	0.105590062	0.298136646	0	0	3.40993789	0.105590062	1.09937888	0.900621118	1.31183798
chr9	chr17	104	483	0.979296066	0.979296066	0	0.983436853	0.98757764	0.984716157	0.933747412	1.01449275	0.989648033	1.01242236	0.995859213	5.58690111
chr9	chrX	35	105	0.019047619	0.019047619	0	0.019047619	0.20952381	0.0144927536	0.00952380952	4	0	1.08571429	0.952380952	2.82245828
chr10	chr12	90	295	0.989830508	0.989830508	0	0.993220339	0.996610169	1	0.749152542	1.00677966	0.996610169	1.00677966	0.996610169	3.67862713
chr10	chr13	59	201	0.925373134	0.925373134	0	0.925373134	0.925373134	0.961038961	0.368159204	1.12437811	0.940298507	1.01492537	0.995024876	2.17587819
chr10	chr14	1	1	1	1	0	1	1	NA	0	1	1	1	1	1.73203267
chr10	chr15	63	255	0.980392157	0.980392157	0	0.988235294	0.992156863	0.99382716	0.631372549	1.02352941	0.992156863	1.01568627	0.992156863	2.80745935
chr10	chr16	98	324	0.552469136	0.552469136	0	0.546296296	0.558641975	0.717741935	0.274691358	1.4537037	0.549382716	1.05864198	0.947530864	1.29878548
chr10	chr17	45	174	0.511494253	0.511494253	0	0.511494253	0.534482759	0.50931677	0.471264368	1.85632184	0.522988506	1	1	4.586748
chr10	chr18	15	45	0.977777778	0.977777778	0	0.977777778	1	NA	0	1.06666667	0.977777778	1	1	1.16600882
chr10	chr19	2	2	0.5	0.5	0	1	0.5	NA	0	1	1	2.5	0.5	1.42045269
chr11	chr13	88	355	0.985915493	0.985915493	0	0.985915493	0.988732394	0.991150442	0.946478873	1.01690141	0.991549296	1	1	4.44087698
chr11	chr14	67	259	0.911196911	0.911196911	0	0.911196911	0.911196911	0.956521739	0.849420849	1.1003861	0.915057915	1	1	4.1510779
chr11	chr15	3	6	0.666666667	0.666666667	0	1	1	NA	0	1	1	1	1	3.80701858
chr11	chr17	4	15	1	1	0	1	1	NA	0	1	1	1	1	5.71831581
chr11	chr19	63	217	0.0138248848	0.0138248848	0	0.0138248848	0.0552995392	0.0149253731	0.0138248848	2.30875576	0.0184331797	1	1	3.97656666
chr11	chrX	97	295	0.983050847	0.983050847	0	0.986440678	0.983050847	0.989547038	0.962711864	1.02033898	0.989830508	1.00338983	0.996610169	7.02703028
chr12	chr13	266	1111	0.511251125	0.511251125	0	0.511251125	0.578757876	0.560819462	0.394239424	2.13411341	0.518451845	1	1	2.22541898
chr12	chr15	100	326	0.309815951	0.309815951	0	0.309815951	0.957055215	0.325123153	0.202453988	2.36196319	0.309815951	1.00920245	0.990797546	1.79239183
chr12	chr16	4	11	0	0.909090909	1	0	0.0909090909	NA	0	2.36363636	0	1	1	2.40538532
chr12	chr17	64	257	0.607003891	0.607003891	0	0.59922179	0.789883268	0.985074627	0.256809339	1.83268482	0.607003891	1.01167315	0.988326848	1.12677452
chr12	chr18	22	84	0.571428571	0.571428571	0	0.571428571	0.571428571	0.6	0.178571429	1.44047619	0.583333333	1	1	1.35909972
chr12	chr19	61	286	0.531468531	0.531468531	0	0.531468531	0.531468531	0.5	0.437062937	2.20629371	0.541958042	1	1	3.15356701
chr13	chr14	26	129	1	1	0	1	1	1	0.945736434	1	1	1.06976744	0.976744186	2.95466745
chr13	chr16	52	224	0.986607143	0.986607143	0	0.986607143	0.991071429	0.994736842	0.84375	1.02232143	0.986607143	1	1	3.62719459
chr13	chr17	94	330	0.945454545	0.945454545	0	0.945454545	0.951515152	0.97037037	0.793939394	1.13030303	0.951515152	1	1	2.57090811
chr13	chr18	62	177	0.491525424	0.514124294	1	0.480225989	0.491525424	0.426470588	0.163841808	1.58757062	0.485875706	1.03389831	0.988700565	1.53161393
chr13	chr19	123	366	0.87431694	0.87431694	0	0.866120219	0.887978142	0.858447489	0.513661202	1.30874317	0.87704918	1.0136612	0.986338798	2.05230993
chr13	chrX	9	24	0.916666667	0.916666667	0	0.916666667	0.916666667	0.954545455	0.875	1.08333333	0.958333333	1	1	4.50701681
