key	value
config_output_dir	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/outputs/p9016_transgamma_g1_td0p5_seed71_best035_replay/p9016_transgamma_g1_td0p5_seed71_best035_replay
eval_output_dir	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/eval/p9016_transgamma_g1_td0p5_seed71_best035_replay
n_trans_bpairs_with_eval_contacts	114605
n_trans_eval_contacts	143977
baseline_trans_top1_accuracy	0.355660974
pairs_visible_read_linkage_available	0
pairs_visible_strand_information_available	0
phase_columns_present_eval_only	1
best_blind_score_le_50pct	neg_entropy
best_blind_called_fraction_le_50pct	0.0100363252
best_blind_top1_accuracy_le_50pct	0.613148789
best_blind_delta_top1_vs_baseline	0.257487815
best_blind_recall_le_50pct	0.00615376067
full_denominator_plus_0p1_supported_by_pairs_visible_fields	0
training_uses_phase_labels	0
training_uses_charm_or_reference	0
