config_name	score_name	target_called_fraction	actual_called_contacts	actual_called_fraction	score_threshold	top1_accuracy	top1_recall	same_cross_accuracy	same_cross_recall	baseline_top1_accuracy	baseline_same_cross_accuracy	delta_top1_vs_all_trans	eval_only_uses_phase_labels_for_scoring	call_score_uses_phase_labels	call_score_uses_charm_or_reference
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	pmax	0.01	1441	0.010008543	1	0.393476752	0.00393812901	0.521165857	0.00521611091	0.324537947	0.526625781	0.0689388052	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	pmax	0.02	2888	0.0200587594	0.999999881	0.454293629	0.00911256659	0.537049861	0.0107725539	0.324537947	0.526625781	0.129755682	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	pmax	0.05	7203	0.050028824	0.999997973	0.434679994	0.021746529	0.551436901	0.0275877397	0.324537947	0.526625781	0.110142047	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	pmax	0.1	14398	0.100002084	0.999933243	0.446103626	0.0446112921	0.551604389	0.0551615883	0.324537947	0.526625781	0.121565678	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	pmax	0.2	28798	0.200018058	0.997295439	0.424196125	0.0848468853	0.552052226	0.110420414	0.324537947	0.526625781	0.0996581777	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	pmax	0.3	43194	0.300006251	0.990762651	0.395517896	0.118657841	0.543871834	0.16316495	0.324537947	0.526625781	0.070979949	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	pmax	0.5	71989	0.500003473	0.96825403	0.362360916	0.181181717	0.536790343	0.268397036	0.324537947	0.526625781	0.0378229692	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	pmax	0.75	107983	0.750001736	0.906849205	0.340294306	0.25522132	0.531611457	0.398709516	0.324537947	0.526625781	0.0157563586	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	pmax	1	143977	1	0.334703535	0.324537947	0.324537947	0.526625781	0.526625781	0.324537947	0.526625781	0	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	margin	0.01	1449	0.0100641075	0.999999992	0.395445135	0.00397980233	0.477570738	0.00480632323	0.324537947	0.526625781	0.0709071875	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	margin	0.02	2882	0.0200170861	0.99999982	0.456280361	0.00913340325	0.536433033	0.0107378262	0.324537947	0.526625781	0.131742414	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	margin	0.05	7199	0.0500010418	0.999996241	0.431448812	0.0215728901	0.548687318	0.0274349375	0.324537947	0.526625781	0.106910865	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	margin	0.1	14399	0.100009029	0.99987359	0.444753108	0.0444793266	0.550941038	0.0550990783	0.324537947	0.526625781	0.120215161	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	margin	0.2	28796	0.200004167	0.995226694	0.424086679	0.0848191031	0.552611474	0.110524598	0.324537947	0.526625781	0.0995487317	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	margin	0.3	43194	0.300006251	0.983772582	0.394962263	0.118491148	0.54364032	0.163095494	0.324537947	0.526625781	0.0704243162	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	margin	0.5	71989	0.500003473	0.944423491	0.362249788	0.181126152	0.536762561	0.268383145	0.324537947	0.526625781	0.0377118411	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	margin	0.75	107983	0.750001736	0.835601449	0.340118352	0.255089355	0.531407722	0.398556714	0.324537947	0.526625781	0.0155804049	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	margin	1	143977	1	0.000411481	0.324537947	0.324537947	0.526625781	0.526625781	0.324537947	0.526625781	0	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	neg_entropy	0.01	1440	0.0100015975	-1.89011235e-07	0.4	0.00400063899	0.482638889	0.00482715989	0.324537947	0.526625781	0.075462053	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	neg_entropy	0.02	2880	0.020003195	-1.25281848e-06	0.453125	0.00906394771	0.531597222	0.0106336429	0.324537947	0.526625781	0.128587053	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	neg_entropy	0.05	7214	0.0501052251	-2.85837935e-05	0.434017189	0.021746529	0.549625728	0.0275391208	0.324537947	0.526625781	0.109479242	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	neg_entropy	0.1	14406	0.100057648	-0.000726375952	0.445578231	0.0445835099	0.551853394	0.0552171527	0.324537947	0.526625781	0.121040284	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	neg_entropy	0.2	28796	0.200004167	-0.0199859985	0.424677038	0.0849371775	0.551812752	0.11036485	0.324537947	0.526625781	0.100139091	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	neg_entropy	0.3	43194	0.300006251	-0.0574225207	0.395541047	0.118664787	0.543756077	0.163130222	0.324537947	0.526625781	0.0710031003	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	neg_entropy	0.5	71989	0.500003473	-0.157504396	0.362152551	0.181077533	0.537082054	0.268542892	0.324537947	0.526625781	0.0376146041	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	neg_entropy	0.75	107983	0.750001736	-0.357885557	0.340720299	0.255540816	0.532343054	0.399258215	0.324537947	0.526625781	0.0161823515	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	neg_entropy	1	143977	1	-1.32320647	0.324537947	0.324537947	0.526625781	0.526625781	0.324537947	0.526625781	0	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	distance_gap	0.01	1440	0.0100015975	4.08196855	0.267361111	0.00267403821	0.347916667	0.00347972246	0.324537947	0.526625781	-0.0571768359	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	distance_gap	0.02	2889	0.0200657049	3.79795628	0.309795777	0.00621627065	0.430598823	0.00864026893	0.324537947	0.526625781	-0.0147421699	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	distance_gap	0.05	7199	0.0500010418	3.40138011	0.34074177	0.0170374435	0.475343798	0.0237676851	0.324537947	0.526625781	0.0162038227	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	distance_gap	0.1	14398	0.100002084	3.00668427	0.358938741	0.0358946221	0.503125434	0.0503135918	0.324537947	0.526625781	0.0344007945	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	distance_gap	0.2	28796	0.200004167	2.51976879	0.370468121	0.074095168	0.530177802	0.10603777	0.324537947	0.526625781	0.0459301735	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	distance_gap	0.3	43197	0.300027088	2.14532258	0.364631803	0.109399418	0.531703591	0.15952548	0.324537947	0.526625781	0.0400938561	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	distance_gap	0.5	71989	0.500003473	1.5291958	0.354137438	0.177069949	0.530094876	0.265049279	0.324537947	0.526625781	0.0295994906	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	distance_gap	0.75	107983	0.750001736	0.798649801	0.340053527	0.255040736	0.530796514	0.398098307	0.324537947	0.526625781	0.0155155799	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	distance_gap	1	143977	1	2.27484348e-06	0.324537947	0.324537947	0.526625781	0.526625781	0.324537947	0.526625781	0	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	posterior_nearest_agreement_gap	0.01	1440	0.0100015975	4.08196855	0.267361111	0.00267403821	0.347916667	0.00347972246	0.324537947	0.526625781	-0.0571768359	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	posterior_nearest_agreement_gap	0.02	2889	0.0200657049	3.79795628	0.309795777	0.00621627065	0.430598823	0.00864026893	0.324537947	0.526625781	-0.0147421699	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	posterior_nearest_agreement_gap	0.05	7199	0.0500010418	3.40138011	0.34074177	0.0170374435	0.475343798	0.0237676851	0.324537947	0.526625781	0.0162038227	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	posterior_nearest_agreement_gap	0.1	14398	0.100002084	3.00668427	0.358938741	0.0358946221	0.503125434	0.0503135918	0.324537947	0.526625781	0.0344007945	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	posterior_nearest_agreement_gap	0.2	28796	0.200004167	2.51976879	0.370468121	0.074095168	0.530177802	0.10603777	0.324537947	0.526625781	0.0459301735	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	posterior_nearest_agreement_gap	0.3	43196	0.300020142	2.14532258	0.364640244	0.109399418	0.5317159	0.15952548	0.324537947	0.526625781	0.0401022974	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	posterior_nearest_agreement_gap	0.5	71989	0.500003473	1.52898125	0.354137438	0.177069949	0.530080985	0.265042333	0.324537947	0.526625781	0.0295994906	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	posterior_nearest_agreement_gap	0.75	107983	0.750001736	0.773007875	0.340275784	0.255207429	0.531194725	0.398396966	0.324537947	0.526625781	0.0157378371	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	posterior_nearest_agreement_gap	1	143977	1	-2.28182462	0.324537947	0.324537947	0.526625781	0.526625781	0.324537947	0.526625781	0	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	n_raw	0.01	1458	0.0101266174	51	0.417009602	0.00422289671	0.534293553	0.00541058641	0.324537947	0.526625781	0.0924716552	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	n_raw	0.02	2897	0.0201212694	43	0.444252675	0.00893892775	0.554366586	0.0111545594	0.324537947	0.526625781	0.119714728	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	n_raw	0.05	7205	0.0500427152	28	0.461623872	0.023100912	0.591394865	0.0295950048	0.324537947	0.526625781	0.137085925	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	n_raw	0.1	14403	0.100036811	15	0.462820246	0.0462990617	0.583697841	0.0583912708	0.324537947	0.526625781	0.138282299	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	n_raw	0.2	28796	0.200004167	3	0.450236144	0.0900491051	0.578622031	0.115726817	0.324537947	0.526625781	0.125698197	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	n_raw	0.3	43194	0.300006251	2	0.40475529	0.121429117	0.559475853	0.167846253	0.324537947	0.526625781	0.0802173431	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	n_raw	0.5	71989	0.500003473	1	0.363805581	0.181904054	0.542721805	0.271362787	0.324537947	0.526625781	0.0392676344	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	n_raw	0.75	107983	0.750001736	1	0.336877101	0.252658411	0.531157682	0.398369184	0.324537947	0.526625781	0.012339154	1	0	0
p9016_pcgamma1_prior0p5_power2_warmup10_sep_off	n_raw	1	143977	1	1	0.324537947	0.324537947	0.526625781	0.526625781	0.324537947	0.526625781	0	1	0	0
