contact_class	state	regime	n_edges	sum_k	sum_abs_force	sum_endpoint_force_l2	sum_energy	mean_r	median_r	mean_distance	mean_d_scale	mean_prob
cis	00	quadratic_attractive	16867	8041.18238	3091.85658	6183.71316	433.837735	1.69225137	1.6521233	0.830986143	0.496137911	0.72515575
cis	00	repulsive	2445	702.570512	122.101989	244.203979	9.07375648	0.413103392	0.380814495	0.347342692	0.854143652	0.62413033
cis	00	tail_attractive	2673	1581.77596	1982.57562	3965.15124	1148.82547	2.37273434	2.22820267	0.874720504	0.372156314	0.860150871
cis	00	zero_force	23648	10834.7857	0	0	0	1.06968365	1.09242668	0.736640708	0.709845526	0.678339842
cis	01	quadratic_attractive	280	49.6258676	16.4589852	32.9179703	2.1422099	1.6658307	1.62332584	1.78423381	1.08445536	0.356151036
cis	01	repulsive	191	0.0107766156	0.00152558567	0.00305117135	0.000102786059	0.429217774	0.190375105	2.94885302	7.21611642	0.000198211001
cis	01	tail_attractive	77	21.7235386	28.7295234	57.4590468	50.4840975	3.4621636	2.53526077	1.6615197	0.493160816	0.678564866
cis	01	zero_force	501	51.3222438	0	0	0	1.20974068	1.14870853	1.50703228	1.24794794	0.363835056
cis	10	quadratic_attractive	314	51.9952115	15.5960822	31.1921644	1.91244278	1.64997614	1.61470711	1.79199893	1.09863781	0.334686682
cis	10	repulsive	215	0.345605807	0.15124941	0.30249882	0.0167632962	0.281182193	0.217765662	0.468317995	1.60070985	0.337549824
cis	10	tail_attractive	58	16.672983	21.2963536	42.5927072	15.605653	2.52135799	2.41123549	1.34756256	0.540672542	0.664762674
cis	10	zero_force	656	67.8970727	0	0	0	1.22832814	1.13057981	1.46589323	1.19542789	0.374621109
cis	11	quadratic_attractive	17552	8367.22458	3262.30068	6524.60135	461.025293	1.69494521	1.65453746	0.839776197	0.500451996	0.730182657
cis	11	repulsive	2038	700.72729	120.333899	240.667797	8.83743687	0.414136426	0.400907125	0.341458441	0.833625512	0.65394787
cis	11	tail_attractive	3018	1910.56686	2399.34095	4798.6819	1415.17278	2.38306911	2.23360641	0.861838601	0.365401532	0.880840971
cis	11	zero_force	24359	11409.1812	0	0	0	1.07108616	1.09909958	0.740036157	0.711573323	0.689990192
trans	00	quadratic_attractive	1244	292.784751	146.747891	293.495782	24.2132121	1.75060713	1.75994086	1.24402014	0.71178626	0.827038953
trans	00	repulsive	121	2.94726303	0.285635038	0.571270076	0.0115636508	0.451542323	0.261953558	0.41946577	0.924911153	0.74795485
trans	00	tail_attractive	3485	527.814268	718.454061	1436.90812	968.562522	3.14627648	2.79140003	1.96386145	0.652300677	0.750089841
trans	00	zero_force	1141	261.160328	0	0	0	1.13822324	1.15500647	0.979456648	0.868184045	0.830715077
trans	01	quadratic_attractive	1053	278.519797	137.287789	274.575578	22.7282685	1.74645966	1.76107808	1.22938386	0.704973148	0.843569749
trans	01	repulsive	127	4.37603418	0.63057704	1.26115408	0.037210155	0.427951084	0.264067682	0.37128392	0.862421126	0.874235488
trans	01	tail_attractive	2928	491.031678	671.63972	1343.27944	993.53597	3.27455293	2.85580079	1.95945914	0.629405615	0.775007147
trans	01	zero_force	926	232.523564	0	0	0	1.13623501	1.16106996	0.95350059	0.849482925	0.839458137
trans	10	quadratic_attractive	1372	298.077065	152.084964	304.169929	25.649068	1.75511014	1.77227589	1.3466352	0.768409724	0.804406175
trans	10	repulsive	183	3.1030766	0.284272051	0.568544102	0.0120232587	0.454195128	0.282199267	0.407724269	0.905008939	0.723293024
trans	10	tail_attractive	3735	579.5683	792.524286	1585.04857	1072.40346	3.15823528	2.7858039	1.91563018	0.640606877	0.760729259
trans	10	zero_force	1195	237.721493	0	0	0	1.14677669	1.14537928	1.02877863	0.902881287	0.798077036
trans	11	quadratic_attractive	952	217.207983	108.946771	217.893541	17.8831177	1.75078906	1.75631001	1.28853156	0.738209204	0.813806497
trans	11	repulsive	100	3.51559416	0.759007921	1.51801584	0.0529985213	0.39205126	0.299111011	0.357936085	0.917779366	0.817663572
trans	11	tail_attractive	2709	451.50982	620.234641	1240.46928	913.229954	3.27553632	2.87985798	1.97706009	0.632846712	0.76838246
trans	11	zero_force	977	195.356179	0	0	0	1.1351823	1.16883882	1.03749851	0.914286761	0.760796745
