config_name	chrom_pair	score_name	n_contacts	top1_accuracy	same_cross_accuracy	contact_weighted_mean_score	eval_only_uses_phase_labels_for_scoring	call_score_uses_phase_labels
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr10__chr11	posterior_nearest_agreement_gap	579	0.210708117	0.487046632	0.642310171	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr10__chr12	posterior_nearest_agreement_gap	954	0.0870020964	0.230607966	2.7169899	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr10__chr13	posterior_nearest_agreement_gap	1070	0.486915888	0.602803738	1.51799568	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr10__chr14	posterior_nearest_agreement_gap	523	0.290630975	0.489483748	0.376110971	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr10__chr15	posterior_nearest_agreement_gap	908	0.122246696	0.77092511	1.03768644	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr10__chr16	posterior_nearest_agreement_gap	1086	0.11786372	0.604051565	1.77648151	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr10__chr17	posterior_nearest_agreement_gap	693	0.11976912	0.285714286	1.22810881	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr10__chr18	posterior_nearest_agreement_gap	585	0.358974359	0.570940171	0.871769316	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr10__chr19	posterior_nearest_agreement_gap	365	0.169863014	0.528767123	0.404355168	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr10__chrX	posterior_nearest_agreement_gap	304	0.286184211	0.549342105	2.16744233	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr11__chr12	posterior_nearest_agreement_gap	595	0.255462185	0.541176471	1.94497998	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr11__chr13	posterior_nearest_agreement_gap	1022	0.136007828	0.772015656	2.45132201	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr11__chr14	posterior_nearest_agreement_gap	903	0.531561462	0.642303433	2.29868413	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr11__chr15	posterior_nearest_agreement_gap	544	0.180147059	0.365808824	0.884850604	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr11__chr16	posterior_nearest_agreement_gap	413	0.283292978	0.544794189	2.7593728	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr11__chr17	posterior_nearest_agreement_gap	479	0.252609603	0.607515658	2.89725889	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr11__chr18	posterior_nearest_agreement_gap	424	0.320754717	0.561320755	0.383077355	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr11__chr19	posterior_nearest_agreement_gap	701	0.201141227	0.318116976	2.85322285	1	0
p9016_pcgamma1_msep1_lsep0p5_copytrack0p03_prior0p5_power2_warmup10	chr11__chrX	posterior_nearest_agreement_gap	864	0.136574074	0.224537037	1.69812648	1	0
