config_name	score_name	target_called_fraction	actual_called_contacts	actual_called_fraction	score_threshold	top1_accuracy	top1_recall	same_cross_accuracy	same_cross_recall	baseline_top1_accuracy	baseline_same_cross_accuracy	delta_top1_vs_all_trans	eval_only_uses_phase_labels_for_scoring	call_score_uses_phase_labels	call_score_uses_charm_or_reference
p9016_pcgamma1_td0p5_normdir0p1_lct0p03_gct0p003	pmax	0.01	1446	0.0100432708	0.999999881	0.739280775	0.00742479702	0.813969571	0.00817491683	0.340943345	0.542197712	0.398337429	1	0	0
p9016_pcgamma1_td0p5_normdir0p1_lct0p03_gct0p003	pmax	0.02	2883	0.0200240316	0.999999046	0.663544918	0.0132868444	0.730835935	0.0146342819	0.340943345	0.542197712	0.322601573	1	0	0
p9016_pcgamma1_td0p5_normdir0p1_lct0p03_gct0p003	pmax	0.05	7200	0.0500079874	0.999957085	0.586666667	0.0293380193	0.686944444	0.0343527091	0.340943345	0.542197712	0.245723322	1	0	0
p9016_pcgamma1_td0p5_normdir0p1_lct0p03_gct0p003	pmax	0.1	14398	0.100002084	0.99839741	0.565634116	0.0565645902	0.661272399	0.0661286178	0.340943345	0.542197712	0.224690771	1	0	0
p9016_pcgamma1_td0p5_normdir0p1_lct0p03_gct0p003	pmax	0.2	28797	0.200011113	0.967265487	0.507865403	0.101578724	0.62648887	0.125304736	0.340943345	0.542197712	0.166922058	1	0	0
p9016_pcgamma1_td0p5_normdir0p1_lct0p03_gct0p003	pmax	0.3	43195	0.300013197	0.917541564	0.452760736	0.135834196	0.599536983	0.179869007	0.340943345	0.542197712	0.111817391	1	0	0
p9016_pcgamma1_td0p5_normdir0p1_lct0p03_gct0p003	pmax	0.5	71989	0.500003473	0.788591921	0.396741169	0.198371962	0.570698301	0.285351132	0.340943345	0.542197712	0.0557978237	1	0	0
p9016_pcgamma1_td0p5_normdir0p1_lct0p03_gct0p003	pmax	0.75	107983	0.750001736	0.601177752	0.361677301	0.271258604	0.553568617	0.415177424	0.340943345	0.542197712	0.0207339559	1	0	0
p9016_pcgamma1_td0p5_normdir0p1_lct0p03_gct0p003	pmax	1	143977	1	0.252518684	0.340943345	0.340943345	0.542197712	0.542197712	0.340943345	0.542197712	0	1	0	0
p9016_pcgamma1_td0p5_normdir0p1_lct0p03_gct0p003	margin	0.01	1446	0.0100432708	0.999999804	0.713001383	0.00716086597	0.790456432	0.007938768	0.340943345	0.542197712	0.372058038	1	0	0
