contact_class	state	regime	n_edges	sum_k	sum_abs_force	sum_endpoint_force_l2	sum_energy	mean_r	median_r	mean_distance	mean_d_scale	mean_prob
cis	00	quadratic_attractive	16681	7893.35212	3070.33814	6140.67628	433.788086	1.69448886	1.65482011	0.833892411	0.497226139	0.724727679
cis	00	repulsive	3279	702.606159	125.383175	250.766351	9.5215904	0.410772789	0.335813356	0.349677577	0.863663013	0.621469692
cis	00	tail_attractive	2805	1650.99168	2072.81217	4145.62435	1208.68014	2.37711714	2.23762139	0.877282196	0.372516845	0.862436042
cis	00	zero_force	24676	10955.6413	0	0	0	1.07108495	1.09443006	0.740655998	0.711595511	0.67593894
cis	01	quadratic_attractive	639	48.1780533	17.1510454	34.3020907	2.53650719	1.67799645	1.64621542	2.01330881	1.21560114	0.356896517
cis	01	repulsive	35231	1.12304563	0.159297752	0.318595504	0.0128115407	0.429077792	0.0808548387	3.63148636	9.51380572	0.0774312777
cis	01	tail_attractive	278	21.6394026	29.4136035	58.827207	49.7435693	3.45318322	2.58114642	2.20681187	0.704000189	0.583183069
cis	01	zero_force	11303	238.594703	0	0	0	1.17417678	0.865840447	2.41169884	2.14199475	0.161981615
cis	10	quadratic_attractive	762	56.6394257	19.0314116	38.0628232	2.67460323	1.66800498	1.64262169	2.12295338	1.28450863	0.307772897
cis	10	repulsive	34647	1.39867046	0.36885017	0.73770034	0.0452997527	0.368142575	0.0793715269	2.97248946	7.94990031	0.136646551
cis	10	tail_attractive	331	20.0340031	26.5455143	53.0910285	45.4509017	3.4244698	2.49323033	2.60853577	0.869845647	0.47316553
cis	10	zero_force	11711	294.002272	0	0	0	1.18887258	0.887272793	2.28282391	1.99220198	0.179835593
cis	11	quadratic_attractive	17445	8295.79542	3278.72843	6557.45685	469.058329	1.69761387	1.65670005	0.842652227	0.501465362	0.7298627
cis	11	repulsive	2129	694.70057	122.229568	244.459136	9.04901356	0.412027157	0.394267676	0.342024973	0.839017403	0.649397874
cis	11	tail_attractive	3072	1946.32695	2451.6484	4903.2968	1465.95866	2.39237056	2.23845659	0.865004522	0.365557541	0.879565967
cis	11	zero_force	24795	11477.5374	0	0	0	1.07087695	1.1008061	0.740915113	0.712089686	0.689169731
trans	00	quadratic_attractive	1316	229.413124	119.674436	239.348871	20.5045715	1.76082735	1.76854047	0.960046607	0.547742805	0.863016135
trans	00	repulsive	805	1.51010275	0.20233357	0.40466714	0.0159948936	0.433006688	0.191298608	0.27537118	0.619390438	0.817687135
trans	00	tail_attractive	7447	744.974644	1041.33261	2082.66522	1822.86206	3.56689991	3.29147384	1.98722401	0.57900331	0.710459342
trans	00	zero_force	1556	160.345254	0	0	0	1.16933064	1.09236108	0.772558004	0.660091945	0.838199748
trans	01	quadratic_attractive	1215	209.78762	109.249599	218.499197	18.1610981	1.76038142	1.7617931	0.944357	0.536885554	0.862206765
trans	01	repulsive	929	4.87789207	0.544863155	1.08972631	0.0293418843	0.444149732	0.198460234	0.276157875	0.619192182	0.885895322
trans	01	tail_attractive	7370	708.422024	989.966385	1979.93277	1868.81514	3.69519855	3.34531129	2.05674223	0.582092595	0.720633961
trans	01	zero_force	1610	147.246052	0	0	0	1.16752716	1.06455882	0.749167882	0.643143033	0.858367554
trans	10	quadratic_attractive	1201	205.157404	109.484874	218.969748	18.7863966	1.7668314	1.76463279	1.03831489	0.589220231	0.838049028
trans	10	repulsive	655	1.43796851	0.237169857	0.474339714	0.0133998085	0.417533014	0.190005527	0.287779055	0.695574505	0.718408576
trans	10	tail_attractive	7842	821.489103	1149.99093	2299.98185	2030.94031	3.58478109	3.33732131	1.9588825	0.573213581	0.719147303
trans	10	zero_force	1426	143.612702	0	0	0	1.18147567	1.08095881	0.800202668	0.678358941	0.800417826
trans	11	quadratic_attractive	1310	172.702133	94.7436396	189.487279	16.7814775	1.77429783	1.76273391	1.06873416	0.604579031	0.795865509
trans	11	repulsive	982	3.08380805	0.421966766	0.843933532	0.0171146674	0.431583491	0.179277625	0.247323524	0.583821605	0.844176213
trans	11	tail_attractive	7099	636.096188	895.79853	1791.59706	1723.42584	3.74606487	3.36847194	2.11487817	0.593350537	0.708335382
trans	11	zero_force	1733	115.853193	0	0	0	1.16904834	1.05334952	0.799977657	0.682721495	0.784281638
