config_name	policy	base_policy	policy_family	selection_source	scope	n_eval_contacts	top1_correct_contacts	top1_accuracy	same_cross_correct_contacts	same_cross_accuracy	pmax_threshold	n_called_contacts	called_contact_fraction	pmax_threshold_accuracy	pmax_threshold_recall	delta_top1_vs_cis_selected	target_plus_0p1_met	raw_selection_n_records	raw_selection_total_weight	raw_pair_count	eval_pair_count	raw_eval_pair_intersection_count	selected_pair_count	split_agree_pair_count	split_agree_pair_fraction	split_agree_raw_weight	split_agree_raw_weight_fraction	split_agree_eval_contacts	split_agree_eval_contact_fraction	oracle_comparable_pair_count	oracle_match_pair_count	oracle_match_pair_fraction	oracle_match_raw_weight_fraction	oracle_match_eval_contact_fraction	uses_snp_for_base_gauge	uses_snp_for_pair_selection	uses_snp_labeled_denominator_for_selection_weight	uses_charm_for_denominator_filter	eval_only_uses_snp_for_scoring	eval_only_uses_charm_shared_denominator
p9016_heldout_best035_seed31_noise0p05	cis_selected_whole_chrom	NA	baseline_eval_gauge	cis_snp_truth_whole_chrom	genome_trans	135885	46362	0.341185561	73411	0.540243588	0.9	46962	0.34560106	0.42302287	0.146197152	0	0	0	0	190	190	190	190	NA	NA	NA	NA	NA	NA	190	NA	NA	NA	NA	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	pair_independent_4state_snp_oracle	NA	eval_only_oracle	snp_truth_oracle	genome_trans	135885	55000	0.40475402	80316	0.591058616	0.9	46962	0.34560106	0.550232103	0.190160798	0.0635684586	0	0	0	190	190	190	190	NA	NA	NA	NA	NA	NA	190	NA	NA	NA	NA	1	1	1	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_all_geom_nearest_gap	geom_nearest_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46362	0.341185561	73411	0.540243588	0.9	46962	0.34560106	0.42302287	0.146197152	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_a_geom_nearest_gap	geom_nearest_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46362	0.341185561	73411	0.540243588	0.9	46962	0.34560106	0.42302287	0.146197152	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_b_geom_nearest_gap	geom_nearest_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46362	0.341185561	73411	0.540243588	0.9	46962	0.34560106	0.42302287	0.146197152	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_agree_geom_nearest_gap	geom_nearest_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46362	0.341185561	73411	0.540243588	0.9	46962	0.34560106	0.42302287	0.146197152	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_all_geom_top_to_nearest	geom_top_to_nearest	blind_raw_all	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46362	0.341185561	73411	0.540243588	0.9	46962	0.34560106	0.42302287	0.146197152	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_a_geom_top_to_nearest	geom_top_to_nearest	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46362	0.341185561	73411	0.540243588	0.9	46962	0.34560106	0.42302287	0.146197152	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_b_geom_top_to_nearest	geom_top_to_nearest	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46362	0.341185561	73411	0.540243588	0.9	46962	0.34560106	0.42302287	0.146197152	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_agree_geom_top_to_nearest	geom_top_to_nearest	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46362	0.341185561	73411	0.540243588	0.9	46962	0.34560106	0.42302287	0.146197152	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_all_margin_geom_gap	margin_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46362	0.341185561	73411	0.540243588	0.9	46962	0.34560106	0.42302287	0.146197152	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_a_margin_geom_gap	margin_geom_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46362	0.341185561	73411	0.540243588	0.9	46962	0.34560106	0.42302287	0.146197152	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_b_margin_geom_gap	margin_geom_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46362	0.341185561	73411	0.540243588	0.9	46962	0.34560106	0.42302287	0.146197152	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_agree_margin_geom_gap	margin_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46362	0.341185561	73411	0.540243588	0.9	46962	0.34560106	0.42302287	0.146197152	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_all_pmax_geom_gap	pmax_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46362	0.341185561	73411	0.540243588	0.9	46962	0.34560106	0.42302287	0.146197152	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_a_pmax_geom_gap	pmax_geom_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46362	0.341185561	73411	0.540243588	0.9	46962	0.34560106	0.42302287	0.146197152	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_b_pmax_geom_gap	pmax_geom_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46362	0.341185561	73411	0.540243588	0.9	46962	0.34560106	0.42302287	0.146197152	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_agree_pmax_geom_gap	pmax_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46362	0.341185561	73411	0.540243588	0.9	46962	0.34560106	0.42302287	0.146197152	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_all_posterior_same_cross_mass	posterior_same_cross_mass	blind_raw_all	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	36902	0.27156787	66347	0.488258454	0.9	46962	0.34560106	0.291852988	0.100864702	-0.0696176914	0	370268	511558	190	190	190	190	187	0.984210526	502948	0.983169064	133571	0.982970895	190	64	0.336842105	0.326662861	0.333340692	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_a_posterior_same_cross_mass	posterior_same_cross_mass	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	36745	0.270412481	66156	0.486852854	0.9	46962	0.34560106	0.290617946	0.10043787	-0.0707730802	0	370268	511558	190	190	190	190	187	0.984210526	502948	0.983169064	133571	0.982970895	190	62	0.326315789	0.313962444	0.320307613	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_b_posterior_same_cross_mass	posterior_same_cross_mass	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	36902	0.27156787	66347	0.488258454	0.9	46962	0.34560106	0.291852988	0.100864702	-0.0696176914	0	370268	511558	190	190	190	190	187	0.984210526	502948	0.983169064	133571	0.982970895	190	64	0.336842105	0.326662861	0.333340692	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_agree_posterior_same_cross_mass	posterior_same_cross_mass	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	36902	0.27156787	66347	0.488258454	0.9	46962	0.34560106	0.291852988	0.100864702	-0.0696176914	0	370268	511558	190	190	190	190	187	0.984210526	502948	0.983169064	133571	0.982970895	190	64	0.336842105	0.326662861	0.333340692	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_all_same_cross_distance_sum	same_cross_distance_sum	blind_raw_all	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	36284	0.267019907	65678	0.483335173	0.9	46962	0.34560106	0.283122525	0.0978474445	-0.0741656548	0	370268	511558	190	190	190	190	186	0.978947368	504452	0.986109102	134373	0.988872944	190	56	0.294736842	0.307998311	0.315840601	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_a_same_cross_distance_sum	same_cross_distance_sum	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	36302	0.267152371	65416	0.481407072	0.9	46962	0.34560106	0.283548401	0.0979946278	-0.0740331898	0	370268	511558	190	190	190	190	186	0.978947368	504452	0.986109102	134373	0.988872944	190	56	0.294736842	0.307998311	0.315840601	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_b_same_cross_distance_sum	same_cross_distance_sum	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	36312	0.267225963	65690	0.483423483	0.9	46962	0.34560106	0.283058643	0.097825367	-0.0739595982	0	370268	511558	190	190	190	190	186	0.978947368	504452	0.986109102	134373	0.988872944	190	57	0.3	0.311092779	0.318622364	1	0	0	1	1	1
p9016_heldout_best035_seed31_noise0p05	raw_split_agree_same_cross_distance_sum	same_cross_distance_sum	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	36308	0.267196526	65639	0.483048166	0.9	46962	0.34560106	0.283079937	0.0978327262	-0.0739890348	0	370268	511558	190	190	190	190	186	0.978947368	504452	0.986109102	134373	0.988872944	190	57	0.3	0.311092779	0.318622364	1	0	0	1	1	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	cis_selected_whole_chrom	NA	baseline_eval_gauge	cis_snp_truth_whole_chrom	genome_trans	135885	46542	0.342510211	72826	0.535938477	0.9	80333	0.591183722	0.372960054	0.220487913	0	0	0	0	190	190	190	190	NA	NA	NA	NA	NA	NA	190	NA	NA	NA	NA	1	0	0	1	1	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	pair_independent_4state_snp_oracle	NA	eval_only_oracle	snp_truth_oracle	genome_trans	135885	60628	0.446171395	85821	0.631570814	0.9	80333	0.591183722	0.526620442	0.311329433	0.103661184	1	0	0	190	190	190	190	NA	NA	NA	NA	NA	NA	190	NA	NA	NA	NA	1	1	1	1	1	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	raw_all_geom_nearest_gap	geom_nearest_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46542	0.342510211	72826	0.535938477	0.9	80333	0.591183722	0.372960054	0.220487913	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459	1	0	0	1	1	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	raw_split_a_geom_nearest_gap	geom_nearest_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46542	0.342510211	72826	0.535938477	0.9	80333	0.591183722	0.372960054	0.220487913	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459	1	0	0	1	1	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	raw_split_b_geom_nearest_gap	geom_nearest_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46542	0.342510211	72826	0.535938477	0.9	80333	0.591183722	0.372960054	0.220487913	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459	1	0	0	1	1	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	raw_split_agree_geom_nearest_gap	geom_nearest_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46542	0.342510211	72826	0.535938477	0.9	80333	0.591183722	0.372960054	0.220487913	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459	1	0	0	1	1	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	raw_all_geom_top_to_nearest	geom_top_to_nearest	blind_raw_all	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46542	0.342510211	72826	0.535938477	0.9	80333	0.591183722	0.372960054	0.220487913	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459	1	0	0	1	1	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	raw_split_a_geom_top_to_nearest	geom_top_to_nearest	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46542	0.342510211	72826	0.535938477	0.9	80333	0.591183722	0.372960054	0.220487913	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459	1	0	0	1	1	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	raw_split_b_geom_top_to_nearest	geom_top_to_nearest	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46542	0.342510211	72826	0.535938477	0.9	80333	0.591183722	0.372960054	0.220487913	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459	1	0	0	1	1	1
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	raw_split_agree_geom_top_to_nearest	geom_top_to_nearest	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	genome_trans	135885	46542	0.342510211	72826	0.535938477	0.9	80333	0.591183722	0.372960054	0.220487913	0	0	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459	1	0	0	1	1	1
