config_name	base_policy	policy	policy_family	selection_source	raw_selection_n_records	raw_selection_total_weight	raw_pair_count	eval_pair_count	raw_eval_pair_intersection_count	selected_pair_count	split_agree_pair_count	split_agree_pair_fraction	split_agree_raw_weight	split_agree_raw_weight_fraction	split_agree_eval_contacts	split_agree_eval_contact_fraction	oracle_comparable_pair_count	oracle_match_pair_count	oracle_match_pair_fraction	oracle_match_raw_weight_fraction	oracle_match_eval_contact_fraction
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	raw_all_geom_nearest_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	raw_split_agree_geom_nearest_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352
p9016_heldout_best035_seed31_noise0p05	geom_top_to_nearest	raw_all_geom_top_to_nearest	blind_raw_all	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352
p9016_heldout_best035_seed31_noise0p05	geom_top_to_nearest	raw_split_agree_geom_top_to_nearest	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352
p9016_heldout_best035_seed31_noise0p05	margin_geom_gap	raw_all_margin_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352
p9016_heldout_best035_seed31_noise0p05	margin_geom_gap	raw_split_agree_margin_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352
p9016_heldout_best035_seed31_noise0p05	pmax_geom_gap	raw_all_pmax_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352
p9016_heldout_best035_seed31_noise0p05	pmax_geom_gap	raw_split_agree_pmax_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	91	0.478947368	0.528520715	0.543025352
p9016_heldout_best035_seed31_noise0p05	posterior_same_cross_mass	raw_all_posterior_same_cross_mass	blind_raw_all	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	187	0.984210526	502948	0.983169064	133571	0.982970895	190	64	0.336842105	0.326662861	0.333340692
p9016_heldout_best035_seed31_noise0p05	posterior_same_cross_mass	raw_split_agree_posterior_same_cross_mass	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	187	0.984210526	502948	0.983169064	133571	0.982970895	190	64	0.336842105	0.326662861	0.333340692
p9016_heldout_best035_seed31_noise0p05	same_cross_distance_sum	raw_all_same_cross_distance_sum	blind_raw_all	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	186	0.978947368	504452	0.986109102	134373	0.988872944	190	56	0.294736842	0.307998311	0.315840601
p9016_heldout_best035_seed31_noise0p05	same_cross_distance_sum	raw_split_agree_same_cross_distance_sum	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	186	0.978947368	504452	0.986109102	134373	0.988872944	190	57	0.3	0.311092779	0.318622364
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	raw_all_geom_nearest_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_nearest_gap	raw_split_agree_geom_nearest_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459
p9016_heldout_chrpair_m1_p1_w0_seed23_noise0p05	geom_top_to_nearest	raw_all_geom_top_to_nearest	blind_raw_all	blind_raw_posterior_reconstruction_geometry	370268	511558	190	190	190	190	190	1	511558	1	135885	1	190	88	0.463157895	0.485589122	0.498421459
