key	value
run_id	027-20260619_030424-p9016_contacts_seg_source_sweep_1m
full_run_root	/mnt/ssd/zliu/phase3/test_res/027-20260619_030424-p9016_contacts_seg_source_sweep_1m
light_result_root	/mnt/ssd/zliu/phase3/hickit/result/027-20260619_030424-p9016_contacts_seg_source_sweep_1m
contacts_seg	/sharec/zliu/CHARM/mESC/processed/P9016/2d_info/contacts.seg.gz
approved_pairs	/shared/zliu/CHARM/CHARM_mesc/data/pairs/P9016.pairs.gz
eval_pairs	/shared/zliu/CHARM/CHARM_mesc/data/pairs/P9016.pairs.gz
eval_tdg	/shared/zliu/CHARM/CHARM_mesc/data/tdg/P9016.1m.3dg.gz
bin_size_bp	1000000
n_iter	100
relax_steps	100
relax_step	0.012
backend	gpu
max_parallel	5
max_pairs_per_export	2000000
training_boundary	seg-derived pairs drop phase labels and use no CHARM/reference
git_commit	1037ee5f79d54e943eef5c37e5aeb2d841698cb8
git_dirty_count	49
