key	value
run_id	045-20260620_055343-p9016_raw_heldout_selection_1m
full_run_root	/mnt/ssd/zliu/phase3/test_res/045-20260620_055343-p9016_raw_heldout_selection_1m
light_result_root	/mnt/ssd/zliu/phase3/hickit/result/045-20260620_055343-p9016_raw_heldout_selection_1m
git_commit	1037ee5f79d54e943eef5c37e5aeb2d841698cb8
git_dirty_count	104
run_blind_p9016_minimal_sha256	2e70b2949338ab17e5550d3a8475ef55034169b53d0ee52bcb56b2f1de8a1e92
audit_blind_p9016_full_cpu_output_sha256	de234bb8d95ca1be6869d8067acb9b65d159f6f29cf96d78f9a5aa772ec64fa1
pairs	/shared/zliu/CHARM/CHARM_mesc/data/pairs/P9016.pairs.gz
eval_pairs	/shared/zliu/CHARM/CHARM_mesc/data/pairs/P9016.pairs.gz
eval_tdg	/shared/zliu/CHARM/CHARM_mesc/data/tdg/P9016.1m.3dg.gz
backend	gpu
make_gpu	1
bin_size_bp	1000000
n_iter	100
relax_steps	100
relax_step	0.012
heldout_fraction	0.1
heldout_seed	17
max_parallel	10
config_set	full
training_boundary	P9016 raw pairs only; phase labels and CHARM/3DG are eval-only
experiment_control	raw-contact deterministic heldout split for blind basin selection audit
success_criterion	full-denominator trans top1 accuracy +0.1 over heldout td1 seed17 baseline
start_time	2026-06-20T05:53:45+08:00
end_time	2026-06-20T07:21:46+08:00
headline	HELDOUT_SELECTOR_EVAL_BEST
