key	value
run_id	043-20260620_031947-p9016_raw_pairs_remaining_ablation_1m
full_run_root	/mnt/ssd/zliu/phase3/test_res/043-20260620_031947-p9016_raw_pairs_remaining_ablation_1m
light_result_root	/mnt/ssd/zliu/phase3/hickit/result/043-20260620_031947-p9016_raw_pairs_remaining_ablation_1m
git_commit	1037ee5f79d54e943eef5c37e5aeb2d841698cb8
git_dirty_count	97
run_blind_p9016_minimal_sha256	f19e7e12ee92a0c2e429a4f8687541de1510528953702fff49bd96aa61e3e8c7
audit_blind_p9016_full_cpu_output_sha256	d831983393a6aea650c39369fbba735d6583aca89e2f4e8df0d6c7317288e508
pairs	/shared/zliu/CHARM/CHARM_mesc/data/pairs/P9016.pairs.gz
eval_pairs	/shared/zliu/CHARM/CHARM_mesc/data/pairs/P9016.pairs.gz
eval_tdg	/shared/zliu/CHARM/CHARM_mesc/data/tdg/P9016.1m.3dg.gz
backend	gpu
make_gpu	1
bin_size_bp	1000000
n_iter	100
relax_steps	100
relax_step	0.012
max_parallel	10
config_set	full
training_boundary	P9016 raw pairs only; phase labels and CHARM/3DG are eval-only
experiment_control	remaining raw-pairs-only ablation after readID/molecule signal was found absent
success_criterion	full-denominator trans top1 accuracy +0.1 over td1 baseline
start_time	2026-06-20T03:19:48+08:00
end_time	2026-06-20T03:46:11+08:00
headline	NO_PLUS_0P1
