config_name	chrom1	chrom2	policy	policy_family	selection_source	selected_swap_code	selected_swap1	selected_swap2	split_a_swap_code	split_b_swap_code	split_agree	oracle_swap_code	oracle_matches_selected	n_eval_contacts	top1_accuracy	same_cross_accuracy	pmax_threshold_accuracy	pmax_threshold_recall
p9016_multiseed_best035_seed71_noise0p05	chr1	chr2	cis_selected_whole_chrom	baseline_eval_gauge	cis_snp_truth_whole_chrom	0	0	0	NA	NA	0	0	1	1440	0.385416667	0.545138889	0.710801394	0.141666667
p9016_multiseed_best035_seed71_noise0p05	chr1	chr2	pair_independent_4state_snp_oracle	eval_only_oracle	snp_truth_oracle	0	0	0	NA	NA	0	0	1	1440	0.385416667	0.545138889	0.710801394	0.141666667
p9016_multiseed_best035_seed71_noise0p05	chr1	chr2	raw_all_geom_nearest_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1440	0.385416667	0.545138889	0.710801394	0.141666667
p9016_multiseed_best035_seed71_noise0p05	chr1	chr2	raw_split_a_geom_nearest_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1440	0.385416667	0.545138889	0.710801394	0.141666667
p9016_multiseed_best035_seed71_noise0p05	chr1	chr2	raw_split_b_geom_nearest_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1440	0.385416667	0.545138889	0.710801394	0.141666667
p9016_multiseed_best035_seed71_noise0p05	chr1	chr2	raw_split_agree_geom_nearest_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1440	0.385416667	0.545138889	0.710801394	0.141666667
p9016_multiseed_best035_seed71_noise0p05	chr1	chr2	raw_all_geom_top_to_nearest	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1440	0.385416667	0.545138889	0.710801394	0.141666667
p9016_multiseed_best035_seed71_noise0p05	chr1	chr2	raw_split_a_geom_top_to_nearest	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1440	0.385416667	0.545138889	0.710801394	0.141666667
p9016_multiseed_best035_seed71_noise0p05	chr1	chr2	raw_split_b_geom_top_to_nearest	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1440	0.385416667	0.545138889	0.710801394	0.141666667
p9016_multiseed_best035_seed71_noise0p05	chr1	chr2	raw_split_agree_geom_top_to_nearest	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1440	0.385416667	0.545138889	0.710801394	0.141666667
p9016_multiseed_best035_seed71_noise0p05	chr1	chr2	raw_all_margin_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1440	0.385416667	0.545138889	0.710801394	0.141666667
p9016_multiseed_best035_seed71_noise0p05	chr1	chr2	raw_split_a_margin_geom_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1440	0.385416667	0.545138889	0.710801394	0.141666667
p9016_multiseed_best035_seed71_noise0p05	chr1	chr2	raw_split_b_margin_geom_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1440	0.385416667	0.545138889	0.710801394	0.141666667
p9016_multiseed_best035_seed71_noise0p05	chr1	chr2	raw_split_agree_margin_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1440	0.385416667	0.545138889	0.710801394	0.141666667
