key	value
run_id	036-20260619_212753-p9016_trans_confidence_rho_1m
full_run_root	/mnt/ssd/zliu/phase3/test_res/036-20260619_212753-p9016_trans_confidence_rho_1m
light_result_root	/mnt/ssd/zliu/phase3/hickit/result/036-20260619_212753-p9016_trans_confidence_rho_1m
git_commit	1037ee5f79d54e943eef5c37e5aeb2d841698cb8
git_dirty_count	76
run_blind_p9016_minimal_sha256	5d19238d2f635f2a46d05d05647b20e6e606c45ec08d5732f86eb5dd3390d58a
audit_blind_p9016_full_cpu_output_sha256	014655cd5f4697ba5f0a3caa24ec3442d5be59415e3d7ffa928e8809b62a182d
pairs	/shared/zliu/CHARM/CHARM_mesc/data/pairs/P9016.pairs.gz
eval_pairs	/shared/zliu/CHARM/CHARM_mesc/data/pairs/P9016.pairs.gz
eval_tdg	/shared/zliu/CHARM/CHARM_mesc/data/tdg/P9016.1m.3dg.gz
backend	gpu
make_gpu	1
bin_size_bp	1000000
n_iter	100
relax_steps	100
relax_step	0.012
max_parallel	10
config_set	full
training_boundary	P9016 pairs only; phase labels and CHARM/3DG are eval-only
experiment_control	trans-only confidence rho: cis full weight, low-confidence trans bpair downweighted in M-step
start_time	2026-06-19T21:27:55+08:00
