key	value
source_label	sharec
seg_path	/sharec/zliu/CHARM/mESC/processed/P9016/2d_info/contacts.seg.gz
export_mode	adjacent
coordinate_mode	boundary
min_mapq	20
min_leg_dist	1000
max_seg	3
keep_over_max_seg_for_readgroup	0
all_close_leg	0
n_lines	6085584
n_readgroups_total	6085584
n_readgroups_ge2_raw	6085584
n_readgroups_ge2_mapq	6003006
n_readgroups_used	6003006
n_readgroups_skipped_maxseg	82578
n_readgroups_multichrom_raw	2033207
n_readgroups_multichrom_used	1975934
n_readgroups_phase_labeled	4301447
n_segments_raw	13123619
n_segments_mapq	12759244
n_pairs_before_close_filter	6756238
n_pairs_after_close_filter	6658141
n_pairs_cis	4435546
n_pairs_trans	2222595
phase_labels_written	0
training_uses_phase_labels	0
training_uses_charm_or_reference	0
dup_dist	100
n_pairs_before_dedup	6658141
n_pairs_after_dedup	3043937
n_pairs_removed_by_dedup	3614204
dedup_rate	0.542824791
n_dup_clusters	3043937
cluster_size_p50	1
cluster_size_p90	4
cluster_size_p99	11
cluster_size_max	125
export_name	hickit_like_dup100
out_pairs	/mnt/ssd/zliu/phase3/test_res/054-20260620_163922-p9016_contacts_seg_readgroup_dedup_audit_1m/exports/sharec/hickit_like_dup100.pairs.gz
readgroup_cols_written	0
representatives_only	1
n_pairs_written	3043937
annotation_written	1
hickit_like_semantics	1
