key	value
source_label	sharec
seg_path	/sharec/zliu/CHARM/mESC/processed/P9016/2d_info/contacts.seg.gz
export_mode	adjacent
coordinate_mode	boundary
min_mapq	20
min_leg_dist	1000
max_seg	10
keep_over_max_seg_for_readgroup	0
all_close_leg	0
n_lines	6085584
n_readgroups_total	6085584
n_readgroups_ge2_raw	6085584
n_readgroups_ge2_mapq	6085584
n_readgroups_used	6085584
n_readgroups_skipped_maxseg	0
n_readgroups_multichrom_raw	2033207
n_readgroups_multichrom_used	2033207
n_readgroups_phase_labeled	4301447
n_segments_raw	13123619
n_segments_mapq	13123619
n_pairs_before_close_filter	7038035
n_pairs_after_close_filter	6932882
n_pairs_cis	4562231
n_pairs_trans	2370651
phase_labels_written	0
training_uses_phase_labels	0
training_uses_charm_or_reference	0
dup_dist	100
n_pairs_before_dedup	6932882
n_pairs_after_dedup	3094202
n_pairs_removed_by_dedup	3838680
dedup_rate	0.553691812
n_dup_clusters	3094202
cluster_size_p50	1
cluster_size_p90	4
cluster_size_p99	11
cluster_size_max	139
export_name	readgroup_adjacent_maxseg10_annotated
out_pairs	/mnt/ssd/zliu/phase3/test_res/054-20260620_163922-p9016_contacts_seg_readgroup_dedup_audit_1m/exports/sharec/readgroup_adjacent_maxseg10_annotated.pairs.gz
readgroup_cols_written	1
representatives_only	0
n_pairs_written	6932882
annotation_written	0
hickit_like_semantics	0
