config_name	policy	chrom1	chrom2	all_score0	all_score1	all_score2	all_score3	split_a_score0	split_a_score1	split_a_score2	split_a_score3	split_b_score0	split_b_score1	split_b_score2	split_b_score3	all_selected_swap_code	split_a_selected_swap_code	split_b_selected_swap_code	split_agree
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr10	5492.75497	0	0	0	2713.13212	0	0	0	2779.62285	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr11	7198.65683	0	0	0	3409.923	0	0	0	3788.73382	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr12	2248.68723	0	0	0	1126.17606	0	0	0	1122.51117	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr13	4119.21184	0	0	0	2026.17256	0	0	0	2093.03928	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr14	4523.67726	0	0	0	2234.07249	0	0	0	2289.60477	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr15	6062.64421	0	0	0	3061.99316	0	0	0	3000.65106	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr16	3017.66292	0	0	0	1528.40824	0	0	0	1489.25468	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr17	3555.61366	0	0	13.5669064	1737.68138	0	0	4.83839372	1817.93228	0	0	8.72851264	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr18	2417.54185	0	0	0	1143.51896	0	0	0	1274.02289	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr19	1840.45667	0	0	0	927.240073	0	0	0	913.216598	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr2	5299.32654	0	0	0	2378.84333	0	0	0	2920.48321	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr3	4095.53842	0	0	0	2042.97083	0	0	0	2052.56759	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr4	6998.95553	0	0	0	3422.89184	0	0	0	3576.06369	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr5	3090.3704	0	0	0	1524.59213	0	0	0	1565.77826	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr6	14493.8127	0	0	0	6950.86709	0	0	0	7542.9456	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr7	4559.66868	0	0	0	2303.63915	0	0	0	2256.02954	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr8	6685.48568	0	0	0	3491.11216	0	0	0	3194.37352	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chr9	5345.35484	0	0	0	2532.81602	0	0	0	2812.53882	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr1	chrX	10958.0257	0	0	0.193590348	5454.5504	0	0	0	5503.47531	0	0	0.193590348	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr10	chr11	1080.97853	0	0	0	543.436775	0	0	0	537.541757	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr10	chr12	8475.59263	0	0	0	4880.05429	0	0	0	3595.53834	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr10	chr13	4460.97775	0	0	0	2195.55477	0	0	0	2265.42297	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr10	chr14	1740.97004	0	0	0	867.850306	0	0	0	873.119731	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr10	chr15	5899.8202	0	0	0	2817.52164	0	0	0	3082.29856	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr10	chr16	4290.43646	0	0	0.174992465	2023.7624	0	0	0	2266.67406	0	0	0.174992465	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr10	chr17	5972.54739	0	0	0	3189.28707	0	0	0	2783.26032	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr10	chr18	2524.7709	0	0	0	1257.82762	0	0	0	1266.94328	0	0	0	0	0	0	1
p9016_heldout_td1_seed17_noise0	geom_nearest_gap	chr10	chr19	771.907869	0	0	0	399.071274	0	0	0	372.836596	0	0	0	0	0	0	1
