key	value
run_id	014-20260617_205632-p9016_p1006_dscale_gamma_sep_1m
full_run_root	/mnt/ssd/zliu/phase3/test_res/014-20260617_205632-p9016_p1006_dscale_gamma_sep_1m
light_result_root	/mnt/ssd/zliu/phase3/hickit/result/014-20260617_205632-p9016_p1006_dscale_gamma_sep_1m
git_commit	0ec1ebad10b1d7eea082841b6bfbd93135d9de49
git_dirty_count	10
run_blind_p9016_minimal_sha256	b02d8094a49f72567b685870a6496be4c78f49cb012ba8fb9e73ca5b3887c95f
audit_blind_p9016_full_cpu_output_sha256	418fc616129cfb7be39ca753429b03dca09b8244fdce5f0435ff45dc4695fe85
samples	P9016 P1006
gammas	0 0.25 0.5 0.75 1
run_sep	1
max_parallel	8
backend	gpu
bin_size_bp	1000000
n_iter	100
relax_steps	100
relax_step	0.012
start_time	2026-06-17T20:56:33+08:00
