config_name	policy	chrom1	chrom2	all_score0	all_score1	all_score2	all_score3	split_a_score0	split_a_score1	split_a_score2	split_a_score3	split_b_score0	split_b_score1	split_b_score2	split_b_score3	all_selected_swap_code	split_a_selected_swap_code	split_b_selected_swap_code	split_agree
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr10	5683.62121	0	0	0	2838.3103	0	0	0	2845.31091	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr11	6968.31403	0	0	0	3260.36628	0	0	0	3707.94776	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr12	3015.6425	0	0	0.431359089	1544.89382	0	0	0.377262851	1470.74868	0	0	0.0540962381	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr13	3035.17274	0	0	0	1461.87841	0	0	0	1573.29433	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr14	3215.01248	0	0	0	1648.8075	0	0	0	1566.20498	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr15	7200.23563	0	0	0	3611.38473	0	0	0	3588.8509	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr16	2700.70262	0	0	0	1398.28252	0	0	0	1302.4201	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr17	3703.86059	0	0	15.227285	1832.29393	0	0	7.19063563	1871.56666	0	0	8.03664933	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr18	4063.72085	0	0	0	1909.21127	0	0	0	2154.50958	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr19	967.239901	0.0562509275	0	0	497.452524	0	0	0	469.787377	0.0562509275	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr2	6181.95585	0	0	0.0510982028	2838.71124	0	0	0.0510982028	3343.24461	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr3	3029.72132	0	0	0	1535.97726	0	0	0	1493.74406	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr4	11925.1796	0	0	0	5822.04119	0	0	0	6103.13844	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr5	4126.18489	0	0	0	2021.61811	0	0	0	2104.56678	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr6	12643.735	0	0	0	6058.15053	0	0	0	6585.58447	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr7	5571.78975	0	0	0	2858.20417	0	0	0	2713.58558	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr8	7780.88676	0.323044041	0	0	4123.9739	0.323044041	0	0	3656.91287	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chr9	6309.10771	0	0	0.200250111	2958.50403	0	0	0.200250111	3350.60368	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr1	chrX	9144.17358	0	0	3.67461629	4645.73964	0	0	2.36110865	4498.43394	0	0	1.31350764	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr10	chr11	2241.12314	0	0	0	1113.92121	0	0	0	1127.20193	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr10	chr12	5548.7168	0.269260111	0	0	3126.67824	0	0	0	2422.03856	0.269260111	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr10	chr13	3849.59576	3.82228685	0	0.984147078	1914.29479	2.28769496	0	0.984147078	1935.30097	1.53459189	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr10	chr14	1581.85691	1.01870252	0	0	787.902886	0.549756314	0	0	793.954024	0.468946207	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr10	chr15	3795.23193	0	2.7982352	0	1830.07854	0	0.50968629	0	1965.15339	0	2.28854891	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr10	chr16	5672.07251	0	10.0851635	0	2583.48908	0	4.38248021	0	3088.58343	0	5.70268328	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr10	chr17	5536.54176	0	0	0	2907.34934	0	0	0	2629.19242	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr10	chr18	1678.02252	0	0	1.51386801	838.613862	0	0	0.169950361	839.408661	0	0	1.34391765	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr10	chr19	695.845866	7.10780777	0	0	351.986098	2.29660999	0	0	343.859768	4.81119778	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr10	chrX	3065.99387	0	0	0	1545.23961	0	0	0	1520.75427	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr11	chr12	2843.02216	0	0	0	1425.29706	0	0	0	1417.7251	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr11	chr13	5067.3861	0	0	0.746762304	2622.49455	0	0	0.349131119	2444.89155	0	0	0.397631185	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr11	chr14	7820.30861	0	0	0	3892.83657	0	0	0	3927.47204	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr11	chr15	2066.04483	0	0	0	987.56933	0	0	0	1078.4755	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr11	chr16	2955.06925	0	0	0	1461.57712	0	0	0	1493.49213	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr11	chr17	2646.26316	0	0	0.014482063	1314.98998	0	0	0.014482063	1331.27318	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr11	chr18	2330.93994	0	0	0	1213.13588	0	0	0	1117.80406	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr11	chr19	4058.67451	7.34079599	0	0	1990.20659	2.8084275	0	0	2068.46792	4.53236849	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr11	chrX	8095.85465	1.91972363	0	8.78349785	4362.60497	0.353274715	0	2.25746394	3733.24968	1.56644891	0	6.52603391	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr12	chr13	7263.98904	43.9871304	0.297603442	0.770771152	3423.50798	22.9902816	0	0.0405914848	3840.48106	20.9968488	0.297603442	0.730179667	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr12	chr14	1059.93353	0	0	0	543.159661	0	0	0	516.773868	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr12	chr15	7623.48289	0	0	0	3744.714	0	0	0	3878.76888	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr12	chr16	1393.90838	0	0	0	708.305917	0	0	0	685.60246	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr12	chr17	2666.64728	0	0	3.93320027	1404.99363	0	0	2.3209576	1261.65365	0	0	1.61224267	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr12	chr18	1380.24333	0	0	0	601.224061	0	0	0	779.019271	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr12	chr19	1646.21923	24.7754601	0	0	621.748383	15.0834507	0	0	1024.47085	9.69200945	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr12	chrX	2349.30194	0	0	0	1213.59816	0	0	0	1135.70378	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr13	chr14	2711.12554	10.997738	0	0	1251.13454	4.4492344	0	0	1459.991	6.54850365	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr13	chr15	1154.48152	0	0.886611518	0	573.221624	0	0	0	581.259898	0	0.886611518	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr13	chr16	5253.0247	0	0.11114533	0.00739792978	2699.84296	0	0.11114533	0.00739792978	2553.18173	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr13	chr17	5908.42921	0	0	0.00311276265	2992.90515	0	0	0.00311276265	2915.52406	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr13	chr18	4946.67866	0	0	1.26968049	2272.42067	0	0	0.725509863	2674.25799	0	0	0.544170631	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr13	chr19	2700.57	87.2775071	0	1.45298424	1193.76888	42.9289473	0	0.871937364	1506.80112	44.3485598	0	0.581046874	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr13	chrX	3218.00886	0	0	0	1654.42476	0	0	0	1563.5841	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr14	chr15	935.594012	0	0	0	467.55444	0	0	0	468.039573	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr14	chr16	1633.92076	0	0	0	828.48756	0	0	0	805.433204	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr14	chr17	1305.42458	0	0	0	664.88232	0	0	0	640.542263	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr14	chr18	2637.10617	0	14.5986394	0	1386.50711	0	5.77013853	0	1250.59906	0	8.82850085	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr14	chr19	1239.61643	1.52788651	2.81928178	3.55696361	643.423443	1.07253619	1.80948365	0.658718232	596.19299	0.455350319	1.00979813	2.89824537	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr14	chrX	1764.62558	0	0	0	898.173495	0	0	0	866.452086	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr15	chr16	946.934383	0	0	0	519.264814	0	0	0	427.669569	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr15	chr17	7976.38705	0	0	0	4213.6359	0	0	0	3762.75115	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr15	chr18	7738.10284	0	0	0	3664.13388	0	0	0	4073.96896	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr15	chr19	1790.27506	0.4339803	0	0	923.785663	0.0564902127	0	0	866.489395	0.377490087	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr15	chrX	1586.27525	0	0	0	830.32791	0	0	0	755.94734	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr16	chr17	957.597925	0	0	0	469.95813	0	0	0	487.639794	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr16	chr18	6450.2304	0	0	0	3004.42554	0	0	0	3445.80486	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr16	chr19	2256.8627	34.0111678	0	0	1116.12423	17.8774666	0	0	1140.73847	16.1337012	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr16	chrX	1541.88132	0	0	0	784.286918	0	0	0	757.594404	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr17	chr18	541.764031	0	0	0	272.113701	0	0	0	269.65033	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	chr17	chr19	1828.03968	8.04084846	0	0.802184307	779.259759	3.25370825	0	0.568120048	1048.77992	4.78714021	0	0.234064258	0	0	0	1
