config_name	base_policy	policy	policy_family	selection_source	raw_selection_n_records	raw_selection_total_weight	raw_pair_count	eval_pair_count	raw_eval_pair_intersection_count	selected_pair_count	split_agree_pair_count	split_agree_pair_fraction	split_agree_raw_weight	split_agree_raw_weight_fraction	split_agree_eval_contacts	split_agree_eval_contact_fraction	oracle_comparable_pair_count	oracle_match_pair_count	oracle_match_pair_fraction	oracle_match_raw_weight_fraction	oracle_match_eval_contact_fraction
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	raw_all_geom_nearest_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	93	0.489473684	0.524556941	0.51990943
p9016_pcgamma1_td0p5_mstep0_sep0	geom_nearest_gap	raw_split_agree_geom_nearest_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	93	0.489473684	0.524556941	0.51990943
p9016_pcgamma1_td0p5_mstep0_sep0	geom_top_to_nearest	raw_all_geom_top_to_nearest	blind_raw_all	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	93	0.489473684	0.524556941	0.51990943
p9016_pcgamma1_td0p5_mstep0_sep0	geom_top_to_nearest	raw_split_agree_geom_top_to_nearest	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	93	0.489473684	0.524556941	0.51990943
p9016_pcgamma1_td0p5_mstep0_sep0	margin_geom_gap	raw_all_margin_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	93	0.489473684	0.524556941	0.51990943
p9016_pcgamma1_td0p5_mstep0_sep0	margin_geom_gap	raw_split_agree_margin_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	93	0.489473684	0.524556941	0.51990943
p9016_pcgamma1_td0p5_mstep0_sep0	pmax_geom_gap	raw_all_pmax_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	93	0.489473684	0.524556941	0.51990943
p9016_pcgamma1_td0p5_mstep0_sep0	pmax_geom_gap	raw_split_agree_pmax_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	93	0.489473684	0.524556941	0.51990943
p9016_pcgamma1_td0p5_mstep0_sep0	posterior_same_cross_mass	raw_all_posterior_same_cross_mass	blind_raw_all	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	185	0.973684211	550178	0.967883695	139409	0.96827271	190	72	0.378947368	0.404750595	0.411051765
p9016_pcgamma1_td0p5_mstep0_sep0	posterior_same_cross_mass	raw_split_agree_posterior_same_cross_mass	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	185	0.973684211	550178	0.967883695	139409	0.96827271	190	72	0.378947368	0.406008437	0.412107489
p9016_pcgamma1_td0p5_mstep0_sep0	same_cross_distance_sum	raw_all_same_cross_distance_sum	blind_raw_all	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	189	0.994736842	567040	0.997547648	143638	0.997645457	190	79	0.415789474	0.443914333	0.446210159
p9016_pcgamma1_td0p5_mstep0_sep0	same_cross_distance_sum	raw_split_agree_same_cross_distance_sum	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	189	0.994736842	567040	0.997547648	143638	0.997645457	190	78	0.410526316	0.441461982	0.443855616
