key	value
run_id	017-20260618_210650-p9016_trans_gauge_force_diagnostics
purpose	trans gauge/geometry and force-regime diagnostics only; no retraining
full_run_root	/mnt/ssd/zliu/phase3/test_res/017-20260618_210650-p9016_trans_gauge_force_diagnostics
light_result_root	/mnt/ssd/zliu/phase3/hickit/result/017-20260618_210650-p9016_trans_gauge_force_diagnostics
git_commit	1037ee5f79d54e943eef5c37e5aeb2d841698cb8
git_dirty_count	17
source_run_root	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m
source_radius	1pr
source_config	p9016_charm3dg20k_1pr_pcgamma1_common_msep1p5_lsep1
source_output_dir	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/work_outputs/1pr/p9016_charm3dg20k_1pr_pcgamma1_common_msep1p5_lsep1/p9016_charm3dg20k_1pr_pcgamma1_common_msep1p5_lsep1
source_eval_dir	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/1pr/p9016_charm3dg20k_1pr_pcgamma1_common_msep1p5_lsep1
pairs_path	/shared/zliu/CHARM/CHARM_mesc/data/pairs/P9016.pairs.gz
bin_size_bp	1000000
training_boundary	no new training; reads existing posterior/coords; phase labels used eval-only for diagnostic accuracy
