minimal P9016: input=/shared/zliu/CHARM/CHARM_mesc/data/pairs/P9016.pairs.gz output_root=/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs config=p9016_pcgamma1_msep1p5_lsep1_lct0p01_gct0p01_ieps0p5_noise0_seed17 baseline=softall n_iter=100 relax_steps=100 relax_step=0.012 chain=0 init_mode=unphased_scaffold_split init_eps=0.5 init_noise=0 init_scale=10 init_seed=17 min_sep=1.5 lambda_sep=1 lambda_copytrack=0.0099999998 lambda_global_copytrack=0.0099999998 trans_chr_pair_prior_lambda=0 trans_chr_pair_prior_eps=0.001 trans_chr_pair_prior_power=1 trans_chr_pair_prior_warmup_iter=0 d_scale_mode=posterior_count d_scale_input=posterior_count d_scale_formula=n_raw*posterior_prob^1 d_scale_gamma=1 d_scale_eps=1e-06 readgroup_mode=off readgroup_max_segments=8 readgroup_eps=1e-06 relax_backend=cpu
minimal P9016: stage 1/1 name=1m bin_size_bp=1000000 parent=0
[M::hk_map_read] read 1703888 pairs
[M::hk_bmap_gen] generated 2633 beads
[M::hk_bmap_gen] 489556 bin pairs
minimal P9016[1m]: build binned contacts
minimal P9016[1m]: init mode=unphased_scaffold_split seed=17 scale=10
[M::hk_fdg] mid_dist:1000000 max_nei:69
[M::hk_fdg1_cpu] iter:10 elapsed:0.32s rep_coef:0.2092 RMS_force:367.1874 n_rep:43.0820 energy:25.1082,6.6566,0.0049 dist:5.6169,6.6204,1.4501
[M::hk_fdg1_cpu] iter:20 elapsed:0.79s rep_coef:0.6615 RMS_force:336.9308 n_rep:157.7303 energy:7.7515,3.4068,0.0177 dist:3.4076,4.2658,1.4016
[M::hk_fdg1_cpu] iter:30 elapsed:1.74s rep_coef:0.9352 RMS_force:226.0828 n_rep:592.3505 energy:1.8327,1.0566,0.0354 dist:1.9896,2.3234,1.2554
[M::hk_fdg1_cpu] iter:40 elapsed:3.13s rep_coef:0.9907 RMS_force:132.8226 n_rep:808.7839 energy:0.5357,0.4158,0.0366 dist:1.4081,1.7237,1.2560
[M::hk_fdg1_cpu] iter:50 elapsed:4.58s rep_coef:0.9987 RMS_force:99.3491 n_rep:815.5837 energy:0.1678,0.2703,0.0325 dist:1.0643,1.6062,1.3142
minimal P9016[1m]: run softall, n_iter=100 relax_steps=100 relax_step=0.012 relax_backend=cpu
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 287142 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 284850 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 266426 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 251838 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 240331 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 231968 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 226033 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 222224 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 219646 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 217669 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 216888 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 216791 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 216707 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 216789 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 216813 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 216655 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 216356 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 216132 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 216012 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215800 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215664 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215684 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215551 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215376 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215036 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215045 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215116 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215162 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215080 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215014 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214828 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214727 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214604 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214607 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214515 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214408 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214378 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214342 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214322 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214375 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214413 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214383 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214305 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214251 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214185 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214128 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214024 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213967 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213934 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213894 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213890 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213849 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213812 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213791 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213818 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213741 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213676 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213627 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213588 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213586 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213575 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213572 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213514 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213493 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213469 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213444 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213450 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213424 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213399 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213355 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213330 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213260 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213225 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213226 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213205 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213184 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213168 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213147 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213127 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213106 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213048 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212957 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212932 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212900 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212879 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212902 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212835 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212791 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212776 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212756 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212725 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212680 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212624 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212590 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212535 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212520 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212508 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212469 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212438 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212391 bin pairs
minimal P9016[1m]: write outputs to /mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs/p9016_pcgamma1_msep1p5_lsep1_lct0p01_gct0p01_ieps0p5_noise0_seed17
[M::hk_bmap_gen] generated 5266 beads
