minimal P9016: input=/shared/zliu/CHARM/CHARM_mesc/data/pairs/P9016.pairs.gz output_root=/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs config=p9016_pcgamma1_msep1_lsep0p5_lct0_gct0p01_ieps0p5_noise0_seed17 baseline=softall n_iter=100 relax_steps=100 relax_step=0.012 chain=0 init_mode=unphased_scaffold_split init_eps=0.5 init_noise=0 init_scale=10 init_seed=17 min_sep=1 lambda_sep=0.5 lambda_copytrack=0 lambda_global_copytrack=0.0099999998 trans_chr_pair_prior_lambda=0 trans_chr_pair_prior_eps=0.001 trans_chr_pair_prior_power=1 trans_chr_pair_prior_warmup_iter=0 d_scale_mode=posterior_count d_scale_input=posterior_count d_scale_formula=n_raw*posterior_prob^1 d_scale_gamma=1 d_scale_eps=1e-06 readgroup_mode=off readgroup_max_segments=8 readgroup_eps=1e-06 relax_backend=cpu
minimal P9016: stage 1/1 name=1m bin_size_bp=1000000 parent=0
[M::hk_map_read] read 1703888 pairs
[M::hk_bmap_gen] generated 2633 beads
[M::hk_bmap_gen] 489556 bin pairs
minimal P9016[1m]: build binned contacts
minimal P9016[1m]: init mode=unphased_scaffold_split seed=17 scale=10
[M::hk_fdg] mid_dist:1000000 max_nei:69
[M::hk_fdg1_cpu] iter:10 elapsed:0.33s rep_coef:0.2092 RMS_force:367.1874 n_rep:43.0820 energy:25.1082,6.6566,0.0049 dist:5.6169,6.6204,1.4501
[M::hk_fdg1_cpu] iter:20 elapsed:0.80s rep_coef:0.6615 RMS_force:336.9308 n_rep:157.7303 energy:7.7515,3.4068,0.0177 dist:3.4076,4.2658,1.4016
[M::hk_fdg1_cpu] iter:30 elapsed:1.75s rep_coef:0.9352 RMS_force:226.0828 n_rep:592.3505 energy:1.8327,1.0566,0.0354 dist:1.9896,2.3234,1.2554
[M::hk_fdg1_cpu] iter:40 elapsed:3.15s rep_coef:0.9907 RMS_force:132.8226 n_rep:808.7839 energy:0.5357,0.4158,0.0366 dist:1.4081,1.7237,1.2560
[M::hk_fdg1_cpu] iter:50 elapsed:4.61s rep_coef:0.9987 RMS_force:99.3491 n_rep:815.5837 energy:0.1678,0.2703,0.0325 dist:1.0643,1.6062,1.3142
minimal P9016[1m]: run softall, n_iter=100 relax_steps=100 relax_step=0.012 relax_backend=cpu
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 287142 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 286425 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 270762 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 257053 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 245674 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 237097 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 231134 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 225949 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 222411 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 219906 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 217755 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 216487 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215717 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215713 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215776 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215879 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215781 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215728 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215411 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215281 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215125 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214878 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214624 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214527 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214531 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214338 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214182 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214033 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213966 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213932 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213880 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213917 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213898 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213833 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213722 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213688 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213622 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213569 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213574 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213616 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213513 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213437 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213384 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213337 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213268 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213199 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213090 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213020 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213034 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213021 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212964 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212899 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212894 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212766 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212696 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212656 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212648 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212646 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212551 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212524 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212502 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212440 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212397 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212407 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212393 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212413 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212412 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212403 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212442 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212395 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212400 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212453 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212435 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212425 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212392 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212404 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212339 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212307 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212283 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212321 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212357 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212382 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212330 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212308 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212316 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212350 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212352 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212340 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212351 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212333 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212327 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212388 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212403 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212406 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212365 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212384 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212425 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212391 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212380 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212371 bin pairs
minimal P9016[1m]: write outputs to /mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs/p9016_pcgamma1_msep1_lsep0p5_lct0_gct0p01_ieps0p5_noise0_seed17
[M::hk_bmap_gen] generated 5266 beads
