minimal P9016: input=/shared/zliu/CHARM/CHARM_mesc/data/pairs/P9016.pairs.gz output_root=/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs config=p9016_pcgamma1_sep0_lct0p03_gct0p01_ieps0p5_noise0_seed17 baseline=softall n_iter=100 relax_steps=100 relax_step=0.012 chain=0 init_mode=unphased_scaffold_split init_eps=0.5 init_noise=0 init_scale=10 init_seed=17 min_sep=0 lambda_sep=0 lambda_copytrack=0.029999999 lambda_global_copytrack=0.0099999998 trans_chr_pair_prior_lambda=0 trans_chr_pair_prior_eps=0.001 trans_chr_pair_prior_power=1 trans_chr_pair_prior_warmup_iter=0 d_scale_mode=posterior_count d_scale_input=posterior_count d_scale_formula=n_raw*posterior_prob^1 d_scale_gamma=1 d_scale_eps=1e-06 readgroup_mode=off readgroup_max_segments=8 readgroup_eps=1e-06 relax_backend=cpu
minimal P9016: stage 1/1 name=1m bin_size_bp=1000000 parent=0
[M::hk_map_read] read 1703888 pairs
[M::hk_bmap_gen] generated 2633 beads
[M::hk_bmap_gen] 489556 bin pairs
minimal P9016[1m]: build binned contacts
minimal P9016[1m]: init mode=unphased_scaffold_split seed=17 scale=10
[M::hk_fdg] mid_dist:1000000 max_nei:69
[M::hk_fdg1_cpu] iter:10 elapsed:0.32s rep_coef:0.2092 RMS_force:367.1874 n_rep:43.0820 energy:25.1082,6.6566,0.0049 dist:5.6169,6.6204,1.4501
[M::hk_fdg1_cpu] iter:20 elapsed:0.80s rep_coef:0.6615 RMS_force:336.9308 n_rep:157.7303 energy:7.7515,3.4068,0.0177 dist:3.4076,4.2658,1.4016
[M::hk_fdg1_cpu] iter:30 elapsed:1.76s rep_coef:0.9352 RMS_force:226.0828 n_rep:592.3505 energy:1.8327,1.0566,0.0354 dist:1.9896,2.3234,1.2554
[M::hk_fdg1_cpu] iter:40 elapsed:3.18s rep_coef:0.9907 RMS_force:132.8226 n_rep:808.7839 energy:0.5357,0.4158,0.0366 dist:1.4081,1.7237,1.2560
[M::hk_fdg1_cpu] iter:50 elapsed:4.67s rep_coef:0.9987 RMS_force:99.3491 n_rep:815.5837 energy:0.1678,0.2703,0.0325 dist:1.0643,1.6062,1.3142
minimal P9016[1m]: run softall, n_iter=100 relax_steps=100 relax_step=0.012 relax_backend=cpu
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 287142 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 286289 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 271141 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 257355 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 246043 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 237602 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 231688 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 226501 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 222735 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 220073 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 217774 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 216853 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 216307 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215849 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215753 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215713 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215620 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215681 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215557 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215578 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215446 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215319 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215131 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 215104 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214915 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214830 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214691 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214546 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214435 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214377 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214203 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214117 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 214050 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213981 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213819 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213695 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213706 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213680 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213650 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213523 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213565 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213597 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213576 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213534 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213568 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213561 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213554 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213519 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213442 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213391 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213298 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213281 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213240 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213197 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213159 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213140 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213114 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213072 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213071 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 213006 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212981 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212865 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212860 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212844 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212787 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212728 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212715 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212672 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212702 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212686 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212659 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212691 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212688 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212645 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212607 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212555 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212545 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212532 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212447 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212403 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212407 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212374 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212318 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212286 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212206 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212141 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212057 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212075 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212021 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 211986 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 211968 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 211957 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 211970 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 211991 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212007 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212022 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212018 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 212001 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 211957 bin pairs
[M::hk_bmap_gen] generated 5266 beads
[M::hk_bmap_gen] 211954 bin pairs
minimal P9016[1m]: write outputs to /mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs/p9016_pcgamma1_sep0_lct0p03_gct0p01_ieps0p5_noise0_seed17
[M::hk_bmap_gen] generated 5266 beads
