key	value
source_label	sharec
seg_path	/sharec/zliu/CHARM/mESC/processed/P9016/2d_info/contacts.seg.gz
file_size_bytes	171553692
bin_size_bp	1000000
min_mapq	30
n_reads	6085584
n_duplicate_read_ids	0
n_repeated_read_id_rows	0
total_segments	13123619
usable_segments	12884576
n_usable_reads_ge2_segments	5903400
n_pairwise_reads	5113160
n_multiseg_reads	790240
n_multichrom_reads	1943001
n_multiseg_multichrom_reads	427992
frac_multiseg_of_usable_ge2	0.133861842
frac_multichrom_of_usable_ge2	0.329132534
frac_multiseg_multichrom_of_usable_ge2	0.0724992377
unique_exact_segments_total	12866510
unique_interval_segments_total	12866043
unique_1mb_segment_bins_total	10845959
duplicate_exact_segments_within_read	18066
duplicate_interval_segments_within_read	18533
duplicate_1mb_segment_bins_within_read	2038617
frac_duplicate_exact_segments_within_read	0.0014021416
frac_duplicate_interval_segments_within_read	0.00143838649
frac_duplicate_1mb_segment_bins_within_read	0.158221505
n_reads_with_exact_duplicate_segments	15296
n_reads_with_interval_duplicate_segments	15678
n_reads_with_1mb_duplicate_segments	1896872
n_reads_multiway_after_exact_dedup	788427
n_reads_multiway_after_interval_dedup	788277
n_reads_multiway_after_1mb_bin_dedup	389850
phase_labeled_usable_segments	5695195
phase_labels_present_in_source_for_eval_only	1
training_export_should_drop_phase_labels	1
pair_candidates_all	7848643
pair_candidates_cis	5231147
pair_candidates_trans	2617496
unique_exact_pair_candidates_within_read	7797003
duplicate_exact_pair_candidates_within_read	51640
unique_interval_pair_candidates_within_read	7796025
duplicate_interval_pair_candidates_within_read	52618
unique_1mb_bpair_candidates_within_read	7115477
duplicate_1mb_bpair_candidates_within_read	733166
frac_duplicate_exact_pair_candidates_within_read	0.00657948132
frac_duplicate_interval_pair_candidates_within_read	0.00670408885
frac_duplicate_1mb_bpair_candidates_within_read	0.0934130906
n_reads_with_duplicate_exact_pairs	14753
n_reads_with_duplicate_interval_pairs	15102
n_reads_with_duplicate_1mb_bpairs	434129
unique_1mb_bpairs_all	568682
unique_1mb_bpairs_cis	90270
unique_1mb_bpairs_trans	478412
bpair_raw_to_unique_ratio_all	13.801462
bpair_raw_to_unique_ratio_cis	57.9500055
bpair_raw_to_unique_ratio_trans	5.47121728
read_level_anchor_status	POTENTIAL_READ_LEVEL_MULTISEG_ANCHOR
