config_name	sample	status	output_dir	eval_dir	git_commit	git_dirty_count	binary_hash	backend	bin_size_bp	init_mode	init_seed	init_eps	init_noise_scale	init_scale	init_eps_effective	init_noise_scale_effective	init_scale_effective	prior_mode	trans_chr_pair_prior_mode	trans_chr_pair_prior_lambda	trans_chr_pair_prior_eps	trans_chr_pair_prior_power	trans_chr_pair_prior_warmup_iter	rho_train_mode	temperature_start	temperature_end	min_sep_unit	lambda_sep	lambda_copytrack	lambda_global_copytrack	global_copytrack_prior_mode	global_copytrack_weight_mode	d_scale_mode	d_scale_mode_input_string	d_scale_eps_count	d_scale_posterior_gamma	dscale_effective_count_formula	edge_k_probability_weighted	dscale_probability_weighted	legacy_expected_count_alias_used	input_contact_source	readgroup_mode	readgroup_max_segments	readgroup_eps	readgroup_entries	readgroup_groups	readgroup_groups_used	readgroup_raw_decoded	readgroup_groups_skipped_too_large	readgroup_groups_skipped_bad	readgroup_uses_phase_labels	readgroup_uses_charm_or_reference	uses_phase_labels	uses_charm_or_reference	final_mean_sep	final_min_sep	final_max_sep	sep_p05	sep_median	final_mean_entropy	final_mean_pU	final_contact_energy	final_repulsion_energy	final_backbone_energy	final_sep_energy	final_sep_force_l1	final_copytrack_energy	final_copytrack_force_l1	final_global_copytrack_energy	final_global_copytrack_force_l1	force_diag_total_contact_force_l1	sep_force_l1_over_contact_force_l1	copytrack_force_l1_over_contact_force_l1	global_copytrack_force_l1_over_contact_force_l1	model_top1_accuracy_genome_all	model_top1_accuracy_genome_cis	model_top1_accuracy_genome_trans	model_same_cross_accuracy_genome_all	model_same_cross_accuracy_genome_cis	model_same_cross_accuracy_genome_trans	mean_per_chrom_cis_distance_spearman	copytrack_sep_p05	copytrack_sep_median	copytrack_vector_cos_p05	copytrack_vector_cos_median	copytrack_frac_cos_lt_0	copytrack_frac_projection_sign_switch
p9016_pcgamma1_approved_baseline_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_approved_baseline_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_approved_baseline_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	5.01181269	1.51510656	12.616045	3.66769004	4.91871643	0.611727953	0.441268414	16150.0928	14709.21	99.1885986	0	0	0	0	0	0	87102.625	0	0	0	0.46606	0.569799	0.317592	0.782678	0.969974	0.514624	0.801886	3.66769013	4.91871649	0.959373141	0.993714331	0.0015308075	0.003061615
p9016_pcgamma1_approved_msep1_lsep1_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_approved_msep1_lsep1_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_approved_msep1_lsep1_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	1	1	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.93882084	1.33821261	13.2625818	3.58990312	4.88866329	0.59696579	0.430619806	16315.0225	14889.8867	116.376091	0	0	0	0	0	0	87543.5	0	0	0	0.467463	0.568061	0.323489	0.788618	0.969868	0.529216	0.79463	3.589903	4.88866319	0.957908118	0.993411692	0.00191350938	0.00267891313
p9016_pcgamma1_confboost_pmax_margin_entropy_top0p02_b2_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_entropy_top0p02_b2_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_entropy_top0p02_b2_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.61535692	0.911422431	11.712862	2.95037198	4.5990119	0.61669004	0.444847822	19591.3066	15691.7363	218.765884	0	0	0	0	0	0	92513.1719	0	0	0	0.460901	0.557283	0.322961	0.781647	0.954022	0.534947	0.747853	2.95037202	4.59901185	0.93279792	0.992375142	0.00420972063	0.0076540375
p9016_pcgamma1_confboost_pmax_margin_entropy_top0p02_b5_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_entropy_top0p02_b5_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_entropy_top0p02_b5_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.78499794	0.319049299	12.8424044	2.7222743	4.78919888	0.635539055	0.458444506	24085.0762	15906.2363	271.530182	0	0	0	0	0	0	97150.2891	0	0	0	0.440266	0.539579	0.298131	0.769357	0.952998	0.506532	0.760632	2.72227438	4.78919851	0.921641854	0.992960843	0.00612323	0.00612323
p9016_pcgamma1_confboost_pmax_margin_entropy_top0p05_b2_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_entropy_top0p05_b2_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_entropy_top0p05_b2_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.80511236	0.446749866	12.3625622	2.94931841	4.80166054	0.604432225	0.436005682	22214.3574	17447.5938	321.837067	0	0	0	0	0	0	103121.133	0	0	0	0.461675	0.555599	0.327254	0.783792	0.955624	0.537871	0.742854	2.94931837	4.80166051	0.933321202	0.993129691	0.00803673938	0.0130118638
p9016_pcgamma1_confboost_pmax_margin_entropy_top0p05_b5_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_entropy_top0p05_b5_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_entropy_top0p05_b5_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.59194803	1.43721569	12.0551453	3.05684185	4.55386496	0.642053246	0.463143498	33005.8086	18963.8242	412.561279	0	0	0	0	0	0	118420.766	0	0	0	0.440272	0.538817	0.299235	0.769842	0.948461	0.514207	0.735932	3.05684174	4.55386506	0.920804835	0.991446226	0.01224646	0.01224646
p9016_pcgamma1_confboost_pmax_margin_top0p005_b2_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_top0p005_b2_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_top0p005_b2_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.95014334	1.58095813	12.1624489	3.54065919	4.90060139	0.612581909	0.441884458	17119.7129	14826.2275	113.698486	0	0	0	0	0	0	88284.9219	0	0	0	0.471371	0.570371	0.329685	0.791035	0.973299	0.530182	0.808165	3.54065929	4.90060102	0.959334213	0.993786016	0	0
p9016_pcgamma1_confboost_pmax_margin_top0p01_b2_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_top0p01_b2_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_top0p01_b2_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.75986052	1.17500842	10.7557087	2.98041725	4.76522493	0.629301131	0.453944832	18018.5	14979.6562	210.585663	0	0	0	0	0	0	89206.6719	0	0	0	0.457676	0.556642	0.316037	0.778847	0.955124	0.526563	0.751412	2.98041727	4.76522508	0.940758559	0.993290163	0.00497512438	0.00727133563
p9016_pcgamma1_confboost_pmax_margin_top0p01_b5_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_top0p01_b5_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_top0p01_b5_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.55162144	0.899563432	12.2291422	2.72828317	4.58223915	0.628001213	0.453007132	21113.4492	15099.8408	235.810974	0	0	0	0	0	0	91530.3594	0	0	0	0.456864	0.557006	0.313543	0.775679	0.9556	0.51818	0.753231	2.72828309	4.58223906	0.925048343	0.99188505	0.00382701875	0.00612323
p9016_pcgamma1_confboost_pmax_margin_top0p02_b2_msep1_lsep1_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_top0p02_b2_msep1_lsep1_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_top0p02_b2_msep1_lsep1_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	1	1	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.60769844	0.965634406	12.3676443	2.90483856	4.59293318	0.627714634	0.452800423	19473.0117	15603.1426	186.384216	0.00159060466	0.315214872	0	0	0	0	93192.2344	3.38241565e-06	0	0	0.459678	0.559141	0.317328	0.777759	0.955362	0.523577	0.767741	2.90483835	4.59293294	0.935125409	0.992774739	0.00344431688	0.00497512438
