contact_class	state	regime	n_edges	sum_k	sum_abs_force	sum_endpoint_force_l2	sum_energy	mean_r	median_r	mean_distance	mean_d_scale	mean_prob
cis	00	quadratic_attractive	13793	6979.44576	2489.25818	4978.51635	338.919911	1.67832778	1.62945655	0.76272091	0.459026029	0.756670143
cis	00	repulsive	3731	900.379727	157.819324	315.638648	11.7687224	0.412359575	0.347846429	0.348671249	0.859686599	0.628890613
cis	00	tail_attractive	1824	1026.57356	1272.23466	2544.46932	704.287785	2.34247443	2.20959603	0.849634753	0.365260424	0.860108802
cis	00	zero_force	28093	12296.1922	0	0	0	1.06966159	1.10549608	0.725946544	0.698577643	0.67143184
cis	01	quadratic_attractive	514	34.3522809	12.9638366	25.9276732	1.8939751	1.6886896	1.65366411	1.9414826	1.16860673	0.39423533
cis	01	repulsive	35542	0.966905772	0.187297225	0.374594451	0.0150655659	0.403146082	0.0788097312	4.42883595	11.7749065	0.000273989499
cis	01	tail_attractive	257	19.7233018	26.069547	52.139094	43.3973284	3.37828929	2.52246807	2.17700198	0.707545973	0.582460461
cis	01	zero_force	11138	254.492716	0	0	0	1.1394598	0.84922774	2.2725783	2.08284077	0.17099914
cis	10	quadratic_attractive	628	46.8948606	16.1792617	32.3585234	2.23574545	1.6725057	1.65359679	1.97467644	1.19136085	0.353685163
cis	10	repulsive	34989	1.97120857	0.381863005	0.763726011	0.0363396575	0.403139878	0.0775157582	2.50269151	6.56758895	0.187786171
cis	10	tail_attractive	282	15.9010537	21.3584233	42.7168467	39.8062717	3.58554077	2.49230073	2.71877923	0.87990263	0.443044651
cis	10	zero_force	11552	307.307248	0	0	0	1.15607445	0.869932818	2.18579788	1.96612789	0.182142197
cis	11	quadratic_attractive	14402	7370.078	2640.10984	5280.21968	360.701194	1.67911003	1.6293261	0.769036887	0.462690695	0.762711995
cis	11	repulsive	2570	885.621586	153.918424	307.836849	11.2324802	0.413101472	0.401080592	0.3493934	0.854488289	0.647600594
cis	11	tail_attractive	1984	1243.19779	1538.00705	3076.0141	848.161843	2.33944449	2.20330286	0.824480732	0.354916281	0.882536222
cis	11	zero_force	28485	12915.463	0	0	0	1.06905057	1.11004719	0.725057912	0.698341168	0.684131882
trans	00	quadratic_attractive	1493	267.917339	137.582202	275.164404	23.202311	1.75676241	1.76290284	0.915119073	0.521746044	0.863213246
trans	00	repulsive	826	2.73474091	0.314478915	0.628957829	0.0236295676	0.442502978	0.190615084	0.221353716	0.500422822	0.919043112
trans	00	tail_attractive	7081	664.525786	921.404686	1842.80937	1531.43755	3.46836454	3.18387621	1.97006032	0.589428694	0.691902501
trans	00	zero_force	1724	201.065259	0	0	0	1.15332868	1.09033866	0.74717054	0.651212561	0.842151312
trans	01	quadratic_attractive	1409	259.25677	129.748604	259.497209	21.492143	1.75023185	1.75509153	0.910354378	0.520098798	0.866474344
trans	01	repulsive	951	6.70546042	0.953696464	1.90739293	0.0637118911	0.428886579	0.196443027	0.241643129	0.5658684	0.915600369
trans	01	tail_attractive	7019	626.839076	873.486281	1746.97256	1572.45956	3.60717843	3.2534074	2.05086442	0.593161306	0.70161415
trans	01	zero_force	1745	177.532282	0	0	0	1.13551683	1.0582622	0.711685391	0.632389518	0.85352242
trans	10	quadratic_attractive	1393	255.168095	135.843245	271.68649	23.1030291	1.76618384	1.76616158	0.988587157	0.561083707	0.842810237
trans	10	repulsive	685	2.93643591	0.479047156	0.958094312	0.0377668174	0.418430511	0.194479663	0.245731755	0.604020584	0.763286425
trans	10	tail_attractive	7450	727.631004	1011.94129	2023.88259	1661.81002	3.4556122	3.2131932	1.92901025	0.580670238	0.702204831
trans	10	zero_force	1596	185.961642	0	0	0	1.14698978	1.08528125	0.754070416	0.660000525	0.808990599
trans	11	quadratic_attractive	1408	201.096387	108.84819	217.696381	18.5710237	1.77063686	1.75912048	1.0194683	0.577119274	0.81417628
trans	11	repulsive	1009	4.42969255	0.756358347	1.51271669	0.0418344827	0.414626316	0.178820807	0.215842341	0.520000112	0.88158943
trans	11	tail_attractive	6804	575.478506	806.479652	1612.9593	1460.04785	3.62850629	3.28011728	2.08496281	0.599503983	0.693337291
trans	11	zero_force	1903	146.730737	0	0	0	1.15836996	1.06432294	0.783109853	0.677255944	0.782713509
