config_name	chrom1	chrom2	policy	policy_family	selection_source	selected_swap_code	selected_swap1	selected_swap2	split_a_swap_code	split_b_swap_code	split_agree	oracle_swap_code	oracle_matches_selected	n_eval_contacts	top1_accuracy	same_cross_accuracy	pmax_threshold_accuracy	pmax_threshold_recall
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	cis_selected_whole_chrom	baseline_eval_gauge	cis_snp_truth_whole_chrom	0	0	0	NA	NA	0	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	pair_independent_4state_snp_oracle	eval_only_oracle	snp_truth_oracle	0	0	0	NA	NA	0	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_all_geom_nearest_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_split_a_geom_nearest_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_split_b_geom_nearest_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_split_agree_geom_nearest_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_all_geom_top_to_nearest	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_split_a_geom_top_to_nearest	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_split_b_geom_top_to_nearest	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_split_agree_geom_top_to_nearest	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_all_margin_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_split_a_margin_geom_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_split_b_margin_geom_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_split_agree_margin_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_all_pmax_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_split_a_pmax_geom_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_split_b_pmax_geom_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_split_agree_pmax_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1344	0.351934524	0.531994048	0.551612903	0.127232143
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_all_posterior_same_cross_mass	blind_raw_all	blind_raw_posterior_reconstruction_geometry	1	0	1	1	1	1	0	0	1344	0.313244048	0.468005952	0.338709677	0.078125
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_split_a_posterior_same_cross_mass	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	1	0	1	1	1	1	0	0	1344	0.313244048	0.468005952	0.338709677	0.078125
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_split_b_posterior_same_cross_mass	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	1	0	1	1	1	1	0	0	1344	0.313244048	0.468005952	0.338709677	0.078125
p9016_heldout_best035_seed31_noise0p05	chr1	chr2	raw_split_agree_posterior_same_cross_mass	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	1	0	1	1	1	1	0	0	1344	0.313244048	0.468005952	0.338709677	0.078125
