config_name	chrom_pair	score_name	n_contacts	top1_accuracy	same_cross_accuracy	contact_weighted_mean_score	eval_only_uses_phase_labels_for_scoring	call_score_uses_phase_labels
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr10__chr11	posterior_nearest_agreement_gap	579	0.203799655	0.474956822	0.459484887	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr10__chr12	posterior_nearest_agreement_gap	954	0.0870020964	0.230607966	2.60953274	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr10__chr13	posterior_nearest_agreement_gap	1070	0.485981308	0.600934579	1.30372476	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr10__chr14	posterior_nearest_agreement_gap	523	0.258126195	0.47418738	0.998810124	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr10__chr15	posterior_nearest_agreement_gap	908	0.124449339	0.22907489	1.01836058	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr10__chr16	posterior_nearest_agreement_gap	1086	0.273480663	0.395948435	1.8127584	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr10__chr17	posterior_nearest_agreement_gap	693	0.116883117	0.27994228	1.57226354	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr10__chr18	posterior_nearest_agreement_gap	585	0.358974359	0.576068376	1.05647063	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr10__chr19	posterior_nearest_agreement_gap	365	0.18630137	0.545205479	0.588813972	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr10__chrX	posterior_nearest_agreement_gap	304	0.276315789	0.549342105	0.908720973	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr11__chr12	posterior_nearest_agreement_gap	595	0.255462185	0.541176471	2.9148889	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr11__chr13	posterior_nearest_agreement_gap	1022	0.164383562	0.772015656	2.11569691	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr11__chr14	posterior_nearest_agreement_gap	903	0.531561462	0.642303433	2.42792365	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr11__chr15	posterior_nearest_agreement_gap	544	0.384191176	0.632352941	1.89727514	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr11__chr16	posterior_nearest_agreement_gap	413	0.222760291	0.455205811	2.33259183	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr11__chr17	posterior_nearest_agreement_gap	479	0.252609603	0.607515658	2.61465875	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr11__chr18	posterior_nearest_agreement_gap	424	0.318396226	0.573113208	1.42452475	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr11__chr19	posterior_nearest_agreement_gap	701	0.201141227	0.318116976	2.64562181	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr11__chrX	posterior_nearest_agreement_gap	864	0.131944444	0.226851852	1.22668254	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr12__chr13	posterior_nearest_agreement_gap	1950	0.0635897436	0.450769231	2.51576271	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr12__chr14	posterior_nearest_agreement_gap	451	0.203991131	0.467849224	1.46026349	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr12__chr15	posterior_nearest_agreement_gap	928	0.709051724	0.827586207	3.87580255	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr12__chr16	posterior_nearest_agreement_gap	388	0.226804124	0.572164948	2.14173242	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr12__chr17	posterior_nearest_agreement_gap	798	0.241854637	0.547619048	1.99870877	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr12__chr18	posterior_nearest_agreement_gap	541	0.225508318	0.358595194	1.50036812	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr12__chr19	posterior_nearest_agreement_gap	631	0.0681458003	0.22503962	2.27605927	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr12__chrX	posterior_nearest_agreement_gap	320	0.18125	0.396875	1.98055415	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr13__chr14	posterior_nearest_agreement_gap	737	0.198100407	0.369063772	1.53971384	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr13__chr15	posterior_nearest_agreement_gap	395	0.237974684	0.544303797	0.583152749	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr13__chr16	posterior_nearest_agreement_gap	798	0.604010025	0.731829574	2.99733799	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr13__chr17	posterior_nearest_agreement_gap	960	0.627083333	0.730208333	0.956528984	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr13__chr18	posterior_nearest_agreement_gap	808	0.607673267	0.712871287	1.51169441	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr13__chr19	posterior_nearest_agreement_gap	833	0.697478992	0.783913565	1.77300657	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr13__chrX	posterior_nearest_agreement_gap	462	0.411255411	0.61038961	1.3736522	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr14__chr15	posterior_nearest_agreement_gap	340	0.208823529	0.455882353	0.470186772	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr14__chr16	posterior_nearest_agreement_gap	334	0.230538922	0.48502994	0.294053429	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr14__chr17	posterior_nearest_agreement_gap	260	0.230769231	0.523076923	1.77949	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr14__chr18	posterior_nearest_agreement_gap	681	0.174743025	0.276064611	1.69031248	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr14__chr19	posterior_nearest_agreement_gap	431	0.308584687	0.598607889	1.32694626	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr14__chrX	posterior_nearest_agreement_gap	244	0.266393443	0.5	0.490155449	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr15__chr16	posterior_nearest_agreement_gap	331	0.190332326	0.483383686	0.788539873	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr15__chr17	posterior_nearest_agreement_gap	904	0.277654867	0.845132743	1.55760908	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr15__chr18	posterior_nearest_agreement_gap	830	0.118072289	0.827710843	2.65236006	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr15__chr19	posterior_nearest_agreement_gap	390	0.117948718	0.233333333	2.54598572	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr15__chrX	posterior_nearest_agreement_gap	257	0.182879377	0.474708171	2.26113666	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr16__chr17	posterior_nearest_agreement_gap	310	0.209677419	0.525806452	1.65202111	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr16__chr18	posterior_nearest_agreement_gap	1135	0.0863436123	0.162114537	2.27957255	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr16__chr19	posterior_nearest_agreement_gap	534	0.0898876404	0.374531835	0.957780304	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr16__chrX	posterior_nearest_agreement_gap	222	0.153153153	0.45045045	0.293714879	1	0
p9016_pcgamma1_prior0p35_power4_warmup10_sep_off	chr17__chr18	posterior_nearest_agreement_gap	282	0.177304965	0.45035461	0.161365767	1	0
