key	value
sample	P1006
runner_family	p9016_minimal
runner_version	2026-06-15
default_profile	p9016_softall_minimal_v2
config_name	p1006_posterior_count_gpu_exact_ieps0p5_noise0_seed17
git_commit	c5e81ef08a8d46e1756d915908f6c4c1d6a2b3ce
git_dirty_count	7
binary_hash	307054218c84c266fa4ff8c607b0a1622a574334d27bafcffa85211b36c11662
input_path	/shared/zliu/CHARM/CHARM_mesc/data/pairs/P1006.pairs.gz
input_contact_source	raw_pairs
output_dir	/mnt/ssd/zliu/phase3/test_res/013-20260617_115651-p1006_dscale_semantics_gpu_1m/work_outputs/p1006_posterior_count_gpu_exact_ieps0p5_noise0_seed17/p1006_posterior_count_gpu_exact_ieps0p5_noise0_seed17
n_raw	1961601
n_bpair	421940
n_beads	2633
resolution	1000000
n_iter	100
bin_size_bp	1000000
resolution_label	1Mb
refinement_stage	1m
refinement_stage_index	1
refinement_n_stages	1
parent_bin_size_bp	0
refinement_init_source	unphased_scaffold_split
refinement_child_offset_step	0.0500000007
refinement_parent_anchor_k	0.0500000007
relax_backend	gpu
approved_p9016_raw_pairs_realpath	0
unit	1
d_scale	1
base_k_mode	neighbor_median
base_k_effective	0.933084607
base_k_min	0.246211529
base_k_mean	0.933084607
base_k_max	1
base_k_n_nonfinite	0
init_mode	unphased_scaffold_split
init_eps	0.5
init_noise_scale	0
init_scale	10
init_eps_effective	0.5
init_noise_scale_effective	0
init_scale_effective	0
init_seed	17
scaffold_source	unphased_fdg
scaffold_fdg_n_iter	50
prior_mode	uniform
prior_eps	9.99999997e-07
prior_inter_density	0
prior_observed_inter	0
prior_possible_inter	0
prior_n_distance_bins	0
prior_n_alpha	0
prior_alpha_min	0
prior_alpha_median	0
prior_alpha_max	0
prior_smoothing_method	none
prior_alpha_clamp_min	9.99999997e-07
prior_alpha_clamp_max	0.5
rho_train_mode	constant
rho_train	1
rho_train_floor	0
baseline	softall
mstep_graph_mode	raw_expected_soft_all
training_graph_mode	raw_expected_soft_all
softall_mode	raw_expected_soft_all
training_graph_weighted_filter	1
training_graph_probability_weighted	1
edge_k_probability_weighted	1
dscale_mode	posterior_count
d_scale_mode_input_string	posterior_count
d_scale_posterior_gamma	1
dscale_effective_count_formula	n_raw*posterior_prob
dscale_probability_weighted	1
legacy_expected_count_alias_used	0
training_graph_dscale_probability_weighted	1
estep_score_mode	fdg_flat
d_scale_mode	posterior_count
d_scale_eps_count	9.99999997e-07
same_bin_filter_enabled	1
n_raw_same_bin_excluded	738184
n_bpair_same_bin_excluded	2565
n_raw_cis	1342925
n_raw_trans	618676
n_bpair_cis	63325
n_bpair_trans	358615
raw_posterior_same_bin_policy	uniform_unknown_rows
copy_labels_are_gauge_only	1
uses_phase_labels	0
uses_charm_or_reference	0
uses_charm_for_training	0
min_sep_unit	0
lambda_sep	0
chr_sep_unit	0
lambda_chr_sep	0
relax_step	0.0120000001
relax_steps	100
temperature_start	1
temperature_end	1
rho_train_start	1
rho_train_end	1
enable_repulsion	1
repulsion_mode	2
repulsion_blocking_mode	current_edge_blocking
repulsion_multiplier	1
k_rel_rep_effective	0.0500000007
write_raw_posterior	0
output_bpair_posterior	/mnt/ssd/zliu/phase3/test_res/013-20260617_115651-p1006_dscale_semantics_gpu_1m/work_outputs/p1006_posterior_count_gpu_exact_ieps0p5_noise0_seed17/p1006_posterior_count_gpu_exact_ieps0p5_noise0_seed17/p9016_full.bpair_posterior.tsv
output_coords	/mnt/ssd/zliu/phase3/test_res/013-20260617_115651-p1006_dscale_semantics_gpu_1m/work_outputs/p1006_posterior_count_gpu_exact_ieps0p5_noise0_seed17/p1006_posterior_count_gpu_exact_ieps0p5_noise0_seed17/p9016_full.coords.tsv
output_coords_gz	/mnt/ssd/zliu/phase3/test_res/013-20260617_115651-p1006_dscale_semantics_gpu_1m/work_outputs/p1006_posterior_count_gpu_exact_ieps0p5_noise0_seed17/p1006_posterior_count_gpu_exact_ieps0p5_noise0_seed17/p9016_full.coords.tsv.gz
output_loop_diag	/mnt/ssd/zliu/phase3/test_res/013-20260617_115651-p1006_dscale_semantics_gpu_1m/work_outputs/p1006_posterior_count_gpu_exact_ieps0p5_noise0_seed17/p1006_posterior_count_gpu_exact_ieps0p5_noise0_seed17/p9016_full.loop_diag.tsv
output_force_class_diag	/mnt/ssd/zliu/phase3/test_res/013-20260617_115651-p1006_dscale_semantics_gpu_1m/work_outputs/p1006_posterior_count_gpu_exact_ieps0p5_noise0_seed17/p1006_posterior_count_gpu_exact_ieps0p5_noise0_seed17/p9016_full.force_class_diag.tsv
output_sep_diag	/mnt/ssd/zliu/phase3/test_res/013-20260617_115651-p1006_dscale_semantics_gpu_1m/work_outputs/p1006_posterior_count_gpu_exact_ieps0p5_noise0_seed17/p1006_posterior_count_gpu_exact_ieps0p5_noise0_seed17/p9016_full.sep_diag.tsv
status	OK
final_mean_entropy	0.65221709
final_mean_pU	0.470475167
final_mean_sep	4.47352648
final_min_sep	0.624530017
final_max_sep	13.0863228
final_sum_wedge_k	95050.607657399189
last_training_sum_wedge_k	95050.607657399189
final_refreshed_sum_wedge_k	95054.356693152891
final_refreshed_n_wedges	186257
final_mean_rho_train_bpair	1
final_min_rho_train_bpair	1
final_max_rho_train_bpair	1
final_contact_energy	20029.2168
final_repulsion_energy	17620.2539
final_backbone_energy	416.574585
final_sep_energy	0
final_sep_force_l1	0
posterior_refreshed_after_final_relax	1
posterior_refresh_temperature	1
posterior_refresh_prior_mode	uniform
posterior_refresh_mean_kl	2.2407678428767714e-05
posterior_refresh_top_state_switch_frac	0.00159027346
posterior_refresh_mean_pU_before	0.47050038
posterior_refresh_mean_pU_after	0.470475167
n_bad_iter	0
n_relax_nonfinite_iter	0
n_coord_nonfinite	0
